gene,n_papers,papers
PKN2,1,Bramble_2016
PLA2G3,1,Bramble_2016
PLA2G6,1,Bramble_2016
PLA2G7,1,Bramble_2016
PLAGL2,1,Bramble_2016
PLAU,1,Bramble_2016
PLBD2,1,Bramble_2016
PLCB1,1,Bramble_2016
PLCB4,1,Bramble_2016
PLCD1,1,Matassa_2025
PLCE1,1,Bramble_2016
PLCL1,1,Bramble_2016
PLCL2,1,Bramble_2016
PLD3,1,Bramble_2016
PLD4,1,Li_2024
PLEKHA2,1,Li_2024
PLEKHG2,1,Bramble_2016
PLEKHM1,1,Bramble_2016
PLK1,1,Bramble_2016
PLK2,1,Bramble_2016
PLOD2,1,Bramble_2016
PLP1,1,Li_2024
PLRG1,1,Bramble_2016
PLS3,1,Bramble_2016
PLXDC2,1,Bramble_2016
PLXNA1,1,Bramble_2016
PLXND1,1,Bramble_2016
PMAIP1,1,Bramble_2016
PMPCB,1,Bramble_2016
PMS1,1,Bramble_2016
PNKP,1,Bramble_2016
PNN,1,Bramble_2016
PNPLA2,1,Bramble_2016
PNPLA3,1,Bramble_2016
PNRC1,1,Bramble_2016
PNRC2,1,Bramble_2016
POC1A,1,Bramble_2016
POGK,1,Bramble_2016
POGLUT1,1,Bramble_2016
POLA2,1,Bramble_2016
POLB,1,Bramble_2016
POLH,1,Bramble_2016
POLK,1,Bramble_2016
POLM,1,Bramble_2016
POLR2A,1,Bramble_2016
POLR2I,1,Bramble_2016
POLR2M,1,Bramble_2016
POM121C,1,Bramble_2016
POT1,1,Bramble_2016
POU2F2,1,Li_2024
PPA1,1,Li_2024
PPARD,1,Bramble_2016
PPDPF,1,Bramble_2016
PPFIA2,1,Bramble_2016
PPFIBP2,1,Bramble_2016
PPHLN1,1,Bramble_2016
PPIF,1,Bramble_2016
PPIG,1,Bramble_2016
PPM1G,1,Bramble_2016
PPM1H,1,Bramble_2016
PPM1K,1,Bramble_2016
PPME1,1,Bramble_2016
PPP1R10,1,Bramble_2016
PPP1R12A,1,Bramble_2016
PPP1R13L,1,Bramble_2016
PPP1R14C,1,Li_2024
PPP1R16B,1,Bramble_2016
PPP1R3E,1,Bramble_2016
PPP2R2A,1,Bramble_2016
PPP2R2B,1,Bramble_2016
PPP2R2C,1,Bramble_2016
PPP2R5A,1,Bramble_2016
PPP2R5E,1,Bramble_2016
PPP3CC,1,Bramble_2016
PPP6R2,1,Bramble_2016
PRDM1,1,Bramble_2016
PRDM5,1,Bramble_2016
PREB,1,Bramble_2016
PREP,1,Bramble_2016
PREX2,1,Bramble_2016
PRKAA2,1,Bramble_2016
PRKACA,1,Bramble_2016
PRKAR1A,1,Bramble_2016
PRKCB,1,Li_2024
PRKCI,1,Bramble_2016
PRKD2,1,Bramble_2016
PRKD3,1,Bramble_2016
PRMT1,1,Bramble_2016
PROK1,1,Bramble_2016
PROZ,1,Bramble_2016
PRPF19,1,Bramble_2016
PRR11,1,Bramble_2016
PRR12,1,Bramble_2016
PRR5,1,Bramble_2016
PRRC1,1,Bramble_2016
PRRC2A,1,Bramble_2016
PRRG4,1,Bramble_2016
PRRT1,1,Bramble_2016
PRSS12,1,Bramble_2016
PRSS23,1,Bramble_2016
PRSS35,1,Bramble_2016
PSAT1,1,Bramble_2016
PSD3,1,Bramble_2016
PSEN2,1,Li_2024
PSMA2,1,Li_2024
PSMA3,1,Bramble_2016
PSMB5,1,Bramble_2016
PSMB6,1,Bramble_2016
PSMC2,1,Bramble_2016
PSMC3,1,Bramble_2016
PSMC6,1,Bramble_2016
PSMD12,1,Bramble_2016
PSMD3,1,Bramble_2016
PSMD4,1,Bramble_2016
PSMD7,1,Bramble_2016
PSMD8,1,Bramble_2016
PSME1,1,Bramble_2016
PSME3,1,Bramble_2016
PSMG4,1,Bramble_2016
PSPH,1,Bramble_2016
PSTPIP2,1,Bramble_2016
PTAR1,1,Bramble_2016
PTBP2,1,Bramble_2016
PTCD3,1,Bramble_2016
PTCH2,1,Bramble_2016
PTDSS2,1,Bramble_2016
PTGS1,1,Li_2024
PTGS2,1,Bramble_2016
PTH2,1,Li_2024
PTMA,1,Li_2024
PTOV1,1,Bramble_2016
PTP4A2,1,Bramble_2016
PTPN18,1,Li_2024
PTPN2,1,Bramble_2016
PTPN23,1,Bramble_2016
PTPN4,1,Bramble_2016
PTPRC,1,Li_2024
PTPRD,1,Bramble_2016
PTPRM,1,Bramble_2016
PTPRN,1,Bramble_2016
PUM1,1,Bramble_2016
PURG,1,Bramble_2016
PUS10,1,Bramble_2016
PVR,1,Bramble_2016
PYCARD,1,Li_2024
PYCR1,1,Bramble_2016
PYGM,1,Bramble_2016
QDPR,1,Bramble_2016
QPCT,1,Bramble_2016
QRICH1,1,Bramble_2016
QRSL1,1,Bramble_2016
QSER1,1,Bramble_2016
QTRT1,1,Bramble_2016
R3HDM1,1,Bramble_2016
R3HDM2,1,Bramble_2016
RAB11B,1,Bramble_2016
RAB11FIP2,1,Bramble_2016
RAB11FIP3,1,Bramble_2016
RAB18,1,Bramble_2016
RAB1B,1,Bramble_2016
RAB21,1,Bramble_2016
RAB23,1,Bramble_2016
RAB27A,1,Bramble_2016
RAB28,1,Li_2024
RAB33A,1,Bramble_2016
RAB33B,1,Bramble_2016
RAB39B,1,Bramble_2016
RAB3IL1,1,Li_2024
RAB6B,1,Bramble_2016
RAB7A,1,Bramble_2016
RABL3,1,Bramble_2016
RAD17,1,Bramble_2016
RAD18,1,Bramble_2016
RAD23B,1,Bramble_2016
RAD54L2,1,Bramble_2016
RAG1,1,Li_2024
RALGAPA1,1,Bramble_2016
RALGAPA2,1,Bramble_2016
RANBP10,1,Bramble_2016
RANBP2,1,Bramble_2016
RANGAP1,1,Bramble_2016
RAP2B,1,Bramble_2016
RAP2C,1,Bramble_2016
RARG,1,Li_2024
RARS2,1,Bramble_2016
RASA2,1,Bramble_2016
RASGEF1B,1,Bramble_2016
RASIP1,1,Bramble_2016
RASL11A,1,Bramble_2016
RASL11B,1,Bramble_2016
RASSF3,1,Bramble_2016
RAVER1,1,Bramble_2016
RB1CC1,1,Bramble_2016
RBBP4,1,Bramble_2016
RBBP7,1,Bramble_2016
RBM15,1,Bramble_2016
RBM20,1,Bramble_2016
RBM24,1,Bramble_2016
RBM25,1,Bramble_2016
RBM39,1,Bramble_2016
RBM41,1,Bramble_2016
RBM5,1,Bramble_2016
RBMS2,1,Bramble_2016
RBMS3,1,Bramble_2016
RBMXL1,1,Bramble_2016
RBPJ,1,Bramble_2016
RC3H2,1,Bramble_2016
RCAN2,1,Bramble_2016
RCC2,1,Bramble_2016
RD3,1,Li_2024
REEP2,1,Bramble_2016
REL,1,Bramble_2016
RELA,1,Bramble_2016
RENBP,1,Bramble_2016
RERG,1,Bramble_2016
REST,1,Bramble_2016
RFESD,1,Bramble_2016
RFK,1,Li_2024
RFNG,1,Bramble_2016
RFTN2,1,Bramble_2016
RFWD3,1,Bramble_2016
RFX3,1,Li_2024
RGL3,1,Bramble_2016
RGS1,1,Li_2024
RGS16,1,Bramble_2016
RGS17,1,Bramble_2016
RGS2,1,Li_2024
RGS20,1,Bramble_2016
RGS3,1,Li_2024
RHBDD1,1,Bramble_2016
RHBDD2,1,Bramble_2016
RHOA,1,Bramble_2016
RHOG,1,Bramble_2016
RHOH,1,Li_2024
RICTOR,1,Bramble_2016
RIIAD1,1,Li_2024
RIMS3,1,Bramble_2016
RIPK3,1,Bramble_2016
RIT1,1,Bramble_2016
RLBP1,1,Bramble_2016
RLF,1,Bramble_2016
RLIM,1,Bramble_2016
RND3,1,Bramble_2016
RNF10,1,Bramble_2016
RNF13,1,Bramble_2016
RNF130,1,Bramble_2016
RNF144B,1,Bramble_2016
RNF145,1,Bramble_2016
RNF152,1,Bramble_2016
RNF157,1,Bramble_2016
RNF2,1,Bramble_2016
RNF217,1,Bramble_2016
RNF32,1,Bramble_2016
RNF44,1,Bramble_2016
RNF5,1,Bramble_2016
RNH1,1,Li_2024
RNMT,1,Bramble_2016
RNPC3,1,Bramble_2016
RNPEPL1,1,Bramble_2016
RNPS1,1,Bramble_2016
ROBO2,1,Bramble_2016
ROCK1,1,Bramble_2016
RORA,1,Bramble_2016
RP2,1,Li_2024
RPA1,1,Bramble_2016
RPA2,1,Bramble_2016
RPAIN,1,Bramble_2016
RPF2,1,Bramble_2016
RPH3A,1,Li_2024
RPL10A,1,Bramble_2016
RPL12,1,Bramble_2016
RPL14,1,Bramble_2016
RPL17,1,Kelava_2021
RPL18A,1,Bramble_2016
RPL22,1,Bramble_2016
RPL23,1,Bramble_2016
RPL23A,1,Bramble_2016
RPL26,1,Kelava_2021
RPL30,1,Kelava_2021
RPL31,1,Bramble_2016
RPL35A,1,Bramble_2016
RPL36,1,Kelava_2021
RPL36A,1,Kelava_2021
RPL37,1,Kelava_2021
RPL39,1,Kelava_2021
RPL41,1,Kelava_2021
RPL6,1,Bramble_2016
RPL7A,1,Bramble_2016
RPLP1,1,Kelava_2021
RPN2,1,Bramble_2016
RPP25,1,Bramble_2016
RPP38,1,Bramble_2016
RPRM,1,Bramble_2016
RPS10,1,Kelava_2021
RPS11,1,Bramble_2016
RPS13,1,Kelava_2021
RPS14,1,Bramble_2016
RPS15A,1,Kelava_2021
RPS18,1,Bramble_2016
RPS19,1,Bramble_2016
RPS23,1,Kelava_2021
RPS25,1,Bramble_2016
RPS27,1,Kelava_2021
RPS27A,1,Bramble_2016
RPS29,1,Kelava_2021
RPS3,1,Bramble_2016
RPS5,1,Bramble_2016
RPS6KA1,1,Bramble_2016
RPS6KA2,1,Bramble_2016
RPS6KC1,1,Bramble_2016
RPS7,1,Bramble_2016
RPUSD1,1,Bramble_2016
RRAGA,1,Bramble_2016
RRAS,1,Bramble_2016
RRM1,1,Bramble_2016
RRM2,1,Bramble_2016
RRM2B,1,Li_2024
RRP9,1,Bramble_2016
RRS1,1,Bramble_2016
RSBN1L,1,Bramble_2016
RSPH9,1,Li_2024
RSRP1,1,Li_2024
RTF1,1,Bramble_2016
RTL1,1,Bramble_2016
RTN1,1,Bramble_2016
RTN3,1,Bramble_2016
RTN4IP1,1,Bramble_2016
RTN4RL1,1,Bramble_2016
RTP1,1,Li_2024
RTP2,1,Li_2024
RUNDC1,1,Bramble_2016
RUSC1,1,Bramble_2016
RWDD1,1,Bramble_2016
RWDD2A,1,Bramble_2016
RYK,1,Bramble_2016
S100A1,1,Bramble_2016
S100A11,1,Bramble_2016
S100A16,1,Bramble_2016
S100A4,1,Bramble_2016
S100A5,1,Li_2024
S100A6,1,Li_2024
SACS,1,Bramble_2016
SAE1,1,Bramble_2016
SAFB,1,Bramble_2016
SAFB2,1,Bramble_2016
SALL1,1,Bramble_2016
SAMD14,1,Bramble_2016
SAMD4A,1,Bramble_2016
SAMD4B,1,Bramble_2016
SAMHD1,1,Bramble_2016
SAMM50,1,Bramble_2016
SAP130,1,Bramble_2016
SAP30,1,Bramble_2016
SARAF,1,Li_2024
SART3,1,Bramble_2016
SATB2,1,Bramble_2016
SBNO1,1,Bramble_2016
SBSN,1,Bramble_2016
SC5D,1,Bramble_2016
SCAF4,1,Bramble_2016
SCAMP2,1,Bramble_2016
SCAMP4,1,Bramble_2016
SCAMP5,1,Bramble_2016
SCARB1,1,Bramble_2016
SCARF2,1,Bramble_2016
SCD,1,Bramble_2016
SCFD1,1,Bramble_2016
SCG5,1,Bramble_2016
SCHIP1,1,Bramble_2016
SCLY,1,Bramble_2016
SCMH1,1,Bramble_2016
SCN1A,1,Li_2024
SCN1B,1,Bramble_2016
SCN5A,1,Bramble_2016
SCN9A,1,Li_2024
SCNM1,1,Bramble_2016
SCRN1,1,Bramble_2016
SCRT1,1,Bramble_2016
SCUBE2,1,Bramble_2016
SDK1,1,Bramble_2016
SEC22C,1,Bramble_2016
SEC23A,1,Bramble_2016
SEC24A,1,Bramble_2016
SEC24B,1,Bramble_2016
SEC61B,1,Bramble_2016
SEC63,1,Li_2024
SEH1L,1,Bramble_2016
SEL1L,1,Bramble_2016
SELENOS,1,Li_2024
SELPLG,1,Li_2024
SEMA3A,1,Bramble_2016
SEMA3C,1,Bramble_2016
SEMA4A,1,Bramble_2016
SEMA4G,1,Bramble_2016
SEMA7A,1,Bramble_2016
SENP8,1,Bramble_2016
SEPTIN8,1,Li_2024
SERGEF,1,Bramble_2016
SERINC1,1,Li_2024
SERPINA3,1,Li_2024
SERPINE2,1,Li_2024
SERPINF1,1,Bramble_2016
SESN2,1,Bramble_2016
SETBP1,1,Bramble_2016
SETD1B,1,Bramble_2016
SETD7,1,Bramble_2016
SEZ6,1,Bramble_2016
SF1,1,Bramble_2016
SF3A2,1,Bramble_2016
SF3B3,1,Bramble_2016
SF3B4,1,Bramble_2016
SFRP1,1,Bramble_2016
SFRP2,1,Bramble_2016
SFRP5,1,Bramble_2016
SFSWAP,1,Bramble_2016
SFXN3,1,Bramble_2016
SFXN4,1,Bramble_2016
SGPL1,1,Li_2024
SGTB,1,Bramble_2016
SH2B1,1,Bramble_2016
SH2D4A,1,Bramble_2016
SH3BGRL,1,Bramble_2016
SH3BP4,1,Bramble_2016
SH3GL2,1,Bramble_2016
SH3GL3,1,Bramble_2016
SH3PXD2B,1,Bramble_2016
SHC3,1,Bramble_2016
SHC4,1,Matassa_2025
SHCBP1,1,Bramble_2016
SHISA2,1,Bramble_2016
SHISA5,1,Li_2024
SHISA7,1,Bramble_2016
SHKBP1,1,Bramble_2016
SHMT2,1,Bramble_2016
SIAH1,1,Bramble_2016
SIL1,1,Bramble_2016
SIPA1L3,1,Bramble_2016
SIRPA,1,Bramble_2016
SIRT1,1,Bramble_2016
SIRT2,1,Bramble_2016
SIX4,1,Bramble_2016
SKI,1,Li_2024
SKIL,1,Bramble_2016
SLAIN2,1,Bramble_2016
SLC10A3,1,Bramble_2016
SLC12A5,1,Li_2024
SLC12A7,1,Bramble_2016
SLC13A1,1,Bramble_2016
SLC16A1,1,Bramble_2016
SLC16A13,1,Bramble_2016
SLC16A14,1,Bramble_2016
SLC16A2,1,Bramble_2016
SLC16A3,1,Matassa_2025
SLC16A6,1,Li_2024
SLC18A2,1,Bramble_2016
SLC1A2,1,Li_2024
SLC1A4,1,Bramble_2016
SLC22A17,1,Bramble_2016
SLC25A1,1,Bramble_2016
SLC25A15,1,Bramble_2016
SLC25A18,1,Bramble_2016
SLC25A23,1,Bramble_2016
SLC25A3,1,Bramble_2016
SLC25A33,1,Bramble_2016
SLC25A37,1,Bramble_2016
SLC25A42,1,Bramble_2016
SLC27A2,1,Li_2024
SLC29A2,1,Bramble_2016
SLC29A3,1,Bramble_2016
SLC29A4,1,Bramble_2016
SLC2A5,1,Li_2024
SLC2A9,1,Bramble_2016
SLC30A4,1,Bramble_2016
SLC31A1,1,Bramble_2016
SLC35A4,1,Bramble_2016
SLC35B4,1,Bramble_2016
SLC35C1,1,Bramble_2016
SLC35D1,1,Bramble_2016
SLC35F3,1,Bramble_2016
SLC36A1,1,Bramble_2016
SLC37A2,1,Bramble_2016
SLC38A3,1,Bramble_2016
SLC38A4,1,Bramble_2016
SLC39A9,1,Bramble_2016
SLC3A2,1,Bramble_2016
SLC43A2,1,Bramble_2016
SLC4A8,1,Bramble_2016
SLC5A3,1,Bramble_2016
SLC6A11,1,Bramble_2016
SLC6A6,1,Bramble_2016
SLC7A1,1,Bramble_2016
SLC7A11,1,Bramble_2016
SLC7A3,1,Bramble_2016
SLC7A8,1,Bramble_2016
SLC8A1,1,Bramble_2016
SLC8A3,1,Bramble_2016
SLC9A1,1,Bramble_2016
SLC9A5,1,Bramble_2016
SLC9A6,1,Bramble_2016
SLC9A7,1,Bramble_2016
SLC9A9,1,Bramble_2016
SLCO2B1,1,Li_2024
SLCO3A1,1,Bramble_2016
SLFN11,1,Bramble_2016
SLIT1,1,Bramble_2016
SLITRK2,1,Bramble_2016
SMAD4,1,Bramble_2016
SMARCAD1,1,Bramble_2016
SMNDC1,1,Bramble_2016
SMPDL3B,1,Bramble_2016
SMTN,1,Bramble_2016
SMYD4,1,Bramble_2016
SNAP23,1,Bramble_2016
SNAP25,1,Li_2024
SNORD104,1,Bramble_2016
SNORD87,1,Bramble_2016
SNPH,1,Bramble_2016
SNRNP25,1,Bramble_2016
SNRNP35,1,Bramble_2016
SNRPD3,1,Bramble_2016
SNX10,1,Bramble_2016
SNX30,1,Bramble_2016
SNX31,1,Matassa_2025
SNX33,1,Bramble_2016
SNX4,1,Bramble_2016
SNX5,1,Bramble_2016
SOAT1,1,Bramble_2016
SOAT2,1,Bramble_2016
SOCS2,1,Bramble_2016
SOCS5,1,Bramble_2016
SOD3,1,Bramble_2016
SORBS3,1,Bramble_2016
SORCS1,1,Bramble_2016
SORCS3,1,Bramble_2016
SOSTDC1,1,Bramble_2016
SOX10,1,Bramble_2016
SOX11,1,Bramble_2016
SOX12,1,Bramble_2016
SOX13,1,Bramble_2016
SOX2,1,Bramble_2016
SOX3,1,Bramble_2016
SOX6,1,Bramble_2016
SOX9,1,Bramble_2016
SP2,1,Bramble_2016
SP3,1,Bramble_2016
SP4,1,Bramble_2016
SPA17,1,Li_2024
SPATA3,1,Bramble_2016
SPATA7,1,Bramble_2016
SPCS3,1,Bramble_2016
SPEF1,1,Li_2024
SPEF2,1,Li_2024
SPI1,1,Li_2024
SPIB,1,Li_2024
SPIC,1,Bramble_2016
SPIN1,1,Bramble_2016
SPIN4,1,Bramble_2016
SPOP,1,Bramble_2016
SPP1,1,Bramble_2016
SPR,1,Matassa_2025
SPRED2,1,Bramble_2016
SPRED3,1,Bramble_2016
SPRY1,1,Bramble_2016
SPRY2,1,Bramble_2016
SPTY2D1,1,Bramble_2016
SQLE,1,Bramble_2016
SRCAP,1,Bramble_2016
SREBF2,1,Bramble_2016
SRFBP1,1,Bramble_2016
SRGAP1,1,Li_2024
SRGAP3,1,Bramble_2016
SRP19,1,Bramble_2016
SRP68,1,Bramble_2016
SRRM1,1,Bramble_2016
SRRM2,1,Bramble_2016
SRRT,1,Bramble_2016
SRSF4,1,Bramble_2016
SRSF6,1,Bramble_2016
SRSF7,1,Bramble_2016
SRSF9,1,Bramble_2016
SRXN1,1,Bramble_2016
SSBP2,1,Bramble_2016
SSBP3,1,Bramble_2016
SSH2,1,Li_2024
SSR4,1,Bramble_2016
SSU72,1,Bramble_2016
SSX2IP,1,Li_2024
ST13,1,Bramble_2016
ST3GAL1,1,Bramble_2016
ST3GAL5,1,Bramble_2016
ST7,1,Bramble_2016
ST8SIA4,1,Bramble_2016
STAB1,1,Li_2024
STAG1,1,Bramble_2016
STAMBP,1,Bramble_2016
STAP1,1,Li_2024
STARD4,1,Bramble_2016
STARD5,1,Bramble_2016
STAT2,1,Bramble_2016
STBD1,1,Bramble_2016
STC2,1,Bramble_2016
STEAP1B,1,Bramble_2016
STEAP3,1,Bramble_2016
STIM1,1,Bramble_2016
STIP1,1,Li_2024
STK3,1,Bramble_2016
STK32C,1,Bramble_2016
STK35,1,Bramble_2016
STK38L,1,Bramble_2016
STK39,1,Bramble_2016
STMN3,1,Bramble_2016
STOM,1,Li_2024
STOML3,1,Li_2024
STON1,1,Bramble_2016
STRADB,1,Bramble_2016
STRBP,1,Bramble_2016
STX1B,1,Bramble_2016
STX2,1,Li_2024
STX4,1,Bramble_2016
STXBP1,1,Bramble_2016
STYX,1,Bramble_2016
SUB1,1,Bramble_2016
SUCLG2,1,Bramble_2016
SUFU,1,Bramble_2016
SUSD3,1,Li_2024
SUV39H1,1,Bramble_2016
SV2A,1,Bramble_2016
SV2C,1,Bramble_2016
SVIP,1,Bramble_2016
SVOP,1,Bramble_2016
SWAP70,1,Bramble_2016
SYDE1,1,Bramble_2016
SYN1,1,Bramble_2016
SYNGAP1,1,Bramble_2016
SYNPO,1,Bramble_2016
SYNPR,1,Bramble_2016
SYT9,1,Bramble_2016
SYVN1,1,Bramble_2016
TAB1,1,Bramble_2016
TAC4,1,Bramble_2016
TAF11,1,Bramble_2016
TAF13,1,Bramble_2016
TAF15,1,Bramble_2016
TAF1D,1,Bramble_2016
TAF7,1,Bramble_2016
TAGLN2,1,Bramble_2016
TAGLN3,1,Bramble_2016
TAOK1,1,Bramble_2016
TAOK2,1,Bramble_2016
TARDBP,1,Bramble_2016
TASP1,1,Bramble_2016
TBC1D12,1,Bramble_2016
TBC1D15,1,Bramble_2016
TBC1D16,1,Bramble_2016
TBC1D3,1,Matassa_2025
TBC1D3H,1,Matassa_2025
TBC1D8B,1,Bramble_2016
TBCK,1,Bramble_2016
TBL1Y,1,Bramble_2016
TBRG1,1,Bramble_2016
TCEA1,1,Bramble_2016
TCEAL1,1,Bramble_2016
TCEAL3,1,Bramble_2016
TCEAL8,1,Bramble_2016
TCERG1,1,Bramble_2016
TCF20,1,Bramble_2016
TDRD3,1,Bramble_2016
TDRKH,1,Bramble_2016
TEAD1,1,Bramble_2016
TEKT2,1,Bramble_2016
TERF1,1,Bramble_2016
TET2,1,Bramble_2016
TEX14,1,Bramble_2016
TFDP1,1,Bramble_2016
TFIP11,1,Bramble_2016
TFRC,1,Bramble_2016
TGFB1,1,Bramble_2016
TGFB1I1,1,Bramble_2016
TGFBR1,1,Bramble_2016
TGFBR2,1,Bramble_2016
TGIF1,1,Bramble_2016
TGOLN2,1,Bramble_2016
TGS1,1,Bramble_2016
THAP7,1,Bramble_2016
THNSL2,1,Bramble_2016
THOC5,1,Bramble_2016
THRB,1,Bramble_2016
THRSP,1,Bramble_2016
THSD4,1,Bramble_2016
THY1,1,Bramble_2016
TICAM1,1,Bramble_2016
TIFA,1,Li_2024
TIGD2,1,Bramble_2016
TIMP4,1,Bramble_2016
TLE1,1,Bramble_2016
TLE2,1,Bramble_2016
TLE3,1,Li_2024
TLK2,1,Bramble_2016
TLN2,1,Bramble_2016
TLR3,1,Bramble_2016
TLR4,1,Bramble_2016
TMA7,1,Kelava_2021
TMBIM6,1,Li_2024
TMC5,1,Bramble_2016
TMC6,1,Bramble_2016
TMC7,1,Bramble_2016
TMED8,1,Bramble_2016
TMED9,1,Bramble_2016
TMEFF1,1,Bramble_2016
TMEM107,1,Li_2024
TMEM11,1,Bramble_2016
TMEM119,1,Li_2024
TMEM126A,1,Bramble_2016
TMEM131,1,Bramble_2016
TMEM158,1,Bramble_2016
TMEM161B,1,Bramble_2016
TMEM17,1,Bramble_2016
TMEM176A,1,Bramble_2016
TMEM184B,1,Bramble_2016
TMEM201,1,Bramble_2016
TMEM209,1,Bramble_2016
TMEM222,1,Bramble_2016
TMEM223,1,Bramble_2016
TMEM229B,1,Bramble_2016
TMEM268,1,Li_2024
TMEM33,1,Bramble_2016
TMEM37,1,Bramble_2016
TMEM50A,1,Li_2024
TMEM50B,1,Bramble_2016
TMEM68,1,Bramble_2016
TMEM86A,1,Bramble_2016
TMEM87A,1,Bramble_2016
TMEM88,1,Bramble_2016
TMEM8B,1,Bramble_2016
TMF1,1,Bramble_2016
TMPRSS6,1,Li_2024
TMSB10,1,Kelava_2021
TMSB4X,1,Li_2024
TMX3,1,Bramble_2016
TNC,1,Bramble_2016
TNFAIP1,1,Bramble_2016
TNFRSF10C,1,Bramble_2016
TNFRSF14,1,Bramble_2016
TNFRSF1A,1,Bramble_2016
TNFRSF25,1,Bramble_2016
TNIK,1,Bramble_2016
TNKS,1,Bramble_2016
TNKS1BP1,1,Bramble_2016
TNKS2,1,Bramble_2016
TNNT1,1,Bramble_2016
TNPO2,1,Bramble_2016
TNR,1,Bramble_2016
TNS1,1,Bramble_2016
TOB1,1,Bramble_2016
TOGARAM2,1,Li_2024
TOM1,1,Li_2024
TOMM20,1,Bramble_2016
TOX2,1,Bramble_2016
TP53,1,Bramble_2016
TP53I11,1,Bramble_2016
TP53I3,1,Matassa_2025
TP53INP2,1,Bramble_2016
TPCN1,1,Bramble_2016
TPD52L2,1,Bramble_2016
TPP1,1,Bramble_2016
TRAF6,1,Bramble_2016
TRAIP,1,Bramble_2016
TRAM1,1,Bramble_2016
TRAM2,1,Bramble_2016
TREM2,1,Li_2024
TRERF1,1,Bramble_2016
TRIB3,1,Bramble_2016
TRIM13,1,Bramble_2016
TRIM23,1,Bramble_2016
TRIM35,1,Bramble_2016
TRIM45,1,Li_2024
TRIM5,1,Bramble_2016
TRIM59,1,Bramble_2016
TRIM62,1,Bramble_2016
TRIM66,1,Bramble_2016
TRIM9,1,Bramble_2016
TRIO,1,Bramble_2016
TRIOBP,1,Bramble_2016
TRIP11,1,Bramble_2016
TRNAU1AP,1,Bramble_2016
TRNP1,1,Li_2024
TRO,1,Bramble_2016
TROAP,1,Bramble_2016
TRPC1,1,Bramble_2016
TRPM2,1,Bramble_2016
TRPM4,1,Matassa_2025
TRPS1,1,Bramble_2016
TSG101,1,Bramble_2016
TSGA10,1,Bramble_2016
TSHZ3,1,Bramble_2016
TSPAN14,1,Bramble_2016
TSPAN15,1,Bramble_2016
TSPAN18,1,Bramble_2016
TSPAN7,1,Li_2024
TSPYL4,1,Bramble_2016
TSSC4,1,Bramble_2016
TSTD1,1,Li_2024
TTC1,1,Bramble_2016
TTC21A,1,Li_2024
TTC9C,1,Bramble_2016
TTLL12,1,Bramble_2016
TTLL3,1,Li_2024
TTLL6,1,Li_2024
TTLL8,1,Bramble_2016
TTN,1,Matassa_2025
TTR,1,Li_2024
TTYH3,1,Bramble_2016
TUB,1,Bramble_2016
TUBA1A,1,Li_2024
TUBA1B,1,Bramble_2016
TUBB3,1,Li_2024
TUBB4A,1,Bramble_2016
TUBB4B,1,Li_2024
TUBB6,1,Bramble_2016
TULP3,1,Bramble_2016
TULP4,1,Bramble_2016
TYMP,1,Bramble_2016
TYR,1,Bramble_2016
TYROBP,1,Li_2024
U2AF1,1,Bramble_2016
U2AF2,1,Bramble_2016
UAP1,1,Bramble_2016
UBA52,1,Li_2024
UBAP2,1,Bramble_2016
UBAP2L,1,Bramble_2016
UBB,1,Li_2024
UBC,1,Li_2024
UBE2A,1,Bramble_2016
UBE2D1,1,Bramble_2016
UBE2D3,1,Bramble_2016
UBE2K,1,Bramble_2016
UBE2QL1,1,Bramble_2016
UBE2S,1,Li_2024
UBE2V1,1,Bramble_2016
UBE2Z,1,Bramble_2016
UBE3A,1,Bramble_2016
UBE4A,1,Bramble_2016
UBN2,1,Bramble_2016
UBQLN2,1,Bramble_2016
UBR2,1,Bramble_2016
UBR3,1,Bramble_2016
UBXN7,1,Bramble_2016
UGT8,1,Bramble_2016
UHMK1,1,Bramble_2016
ULK1,1,Bramble_2016
ULK3,1,Bramble_2016
UMODL1,1,Li_2024
UNC13B,1,Bramble_2016
UNC13D,1,Bramble_2016
UNC5C,1,Li_2024
UNC80,1,Li_2024
UNCX,1,Li_2024
UNG,1,Bramble_2016
UPF1,1,Bramble_2016
UQCR11,1,Bramble_2016
UQCRFS1,1,Bramble_2016
UQCRQ,1,Bramble_2016
USE1,1,Bramble_2016
USMG5,1,Kelava_2021
USO1,1,Bramble_2016
USP18,1,Bramble_2016
USP21,1,Li_2024
USP6NL,1,Bramble_2016
USP7,1,Bramble_2016
USP9X,1,Bramble_2016
UST,1,Bramble_2016
VAMP2,1,Bramble_2016
VASH2,1,Bramble_2016
VEGFA,1,Bramble_2016
VEGFB,1,Bramble_2016
VEZF1,1,Li_2024
VGF,1,Matassa_2025
VKORC1L1,1,Bramble_2016
VLDLR,1,Bramble_2016
VMA22,1,Bramble_2016
VPREB3,1,Li_2024
VPS13B,1,Bramble_2016
VPS26A,1,Bramble_2016
VPS28,1,Bramble_2016
VPS33B,1,Bramble_2016
VPS35,1,Bramble_2016
VSIG10L,1,Bramble_2016
VSIG8,1,Bramble_2016
VSTM2B,1,Bramble_2016
VSX2,1,Matassa_2025
VTA1,1,Bramble_2016
VTI1B,1,Bramble_2016
WAC,1,Bramble_2016
WASF1,1,Bramble_2016
WASF2,1,Bramble_2016
