Name,pathway_id,pathway_label,pathway_source
Adenosine Diphosphate (Adp),R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,reactome
Adenosine Diphosphate (Adp),R-HSA-381042,PERK regulates gene expression,reactome
Adenosine Diphosphate (Adp),R-HSA-381070,IRE1alpha activates chaperones,reactome
Adenosine Diphosphate (Adp),R-HSA-381119,Unfolded Protein Response (UPR),reactome
Adenosine Diphosphate (Adp),R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),reactome
Adenosine Diphosphate (Adp),R-HSA-382556,ABC-family proteins mediated transport,reactome
Adenosine Diphosphate (Adp),R-HSA-388841,Costimulation by the CD28 family,reactome
Adenosine Diphosphate (Adp),R-HSA-389356,CD28 co-stimulation,reactome
Adenosine Diphosphate (Adp),R-HSA-389357,CD28 dependent PI3K/Akt signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-389359,CD28 dependent Vav1 pathway,reactome
Adenosine Diphosphate (Adp),R-HSA-389513,CTLA4 inhibitory signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-389948,PD-1 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,reactome
Adenosine Diphosphate (Adp),R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,reactome
Adenosine Diphosphate (Adp),R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,reactome
Adenosine Diphosphate (Adp),R-HSA-390450,Folding of actin by CCT/TriC,reactome
Adenosine Diphosphate (Adp),R-HSA-390466,Chaperonin-mediated protein folding,reactome
Adenosine Diphosphate (Adp),R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,reactome
Adenosine Diphosphate (Adp),R-HSA-390522,Striated Muscle Contraction,reactome
Adenosine Diphosphate (Adp),R-HSA-391160,Signal regulatory protein family interactions,reactome
Adenosine Diphosphate (Adp),R-HSA-391251,Protein folding,reactome
Adenosine Diphosphate (Adp),R-HSA-392170,ADP signalling through P2Y purinoceptor 12,reactome
Adenosine Diphosphate (Adp),R-HSA-392451,G beta:gamma signalling through PI3Kgamma,reactome
Adenosine Diphosphate (Adp),R-HSA-392517,Rap1 signalling,reactome
Adenosine Diphosphate (Adp),R-HSA-392518,Signal amplification,reactome
Adenosine Diphosphate (Adp),R-HSA-3928662,EPHB-mediated forward signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-3928663,EPHA-mediated growth cone collapse,reactome
Adenosine Diphosphate (Adp),R-HSA-3928664,Ephrin signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-3928665,EPH-ephrin mediated repulsion of cells,reactome
Adenosine Diphosphate (Adp),R-HSA-397795,G-protein beta:gamma signalling,reactome
Adenosine Diphosphate (Adp),R-HSA-399719,Trafficking of AMPA receptors,reactome
Adenosine Diphosphate (Adp),R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",reactome
Adenosine Diphosphate (Adp),R-HSA-399954,Sema3A PAK dependent Axon repulsion,reactome
Adenosine Diphosphate (Adp),R-HSA-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,reactome
Adenosine Diphosphate (Adp),R-HSA-399956,CRMPs in Sema3A signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-399997,Acetylcholine regulates insulin secretion,reactome
Adenosine Diphosphate (Adp),R-HSA-400253,Circadian Clock,reactome
Adenosine Diphosphate (Adp),R-HSA-400685,Sema4D in semaphorin signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-4085001,Sialic acid metabolism,reactome
Adenosine Diphosphate (Adp),R-HSA-4086398,Ca2+ pathway,reactome
Adenosine Diphosphate (Adp),R-HSA-4086400,PCP/CE pathway,reactome
Adenosine Diphosphate (Adp),R-HSA-416550,Sema4D mediated inhibition of cell attachment and migration,reactome
Adenosine Diphosphate (Adp),R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,reactome
Adenosine Diphosphate (Adp),R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,reactome
Adenosine Diphosphate (Adp),R-HSA-417957,P2Y receptors,reactome
Adenosine Diphosphate (Adp),R-HSA-418038,Nucleotide-like (purinergic) receptors,reactome
Adenosine Diphosphate (Adp),R-HSA-418346,Platelet homeostasis,reactome
Adenosine Diphosphate (Adp),R-HSA-418592,ADP signalling through P2Y purinoceptor 1,reactome
Adenosine Diphosphate (Adp),R-HSA-418597,G alpha (z) signalling events,reactome
Adenosine Diphosphate (Adp),R-HSA-418885,DCC mediated attractive signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-418886,Netrin mediated repulsion signals,reactome
Adenosine Diphosphate (Adp),R-HSA-418889,Caspase activation via Dependence Receptors in the absence of ligand,reactome
Adenosine Diphosphate (Adp),R-HSA-418890,Role of second messengers in netrin-1 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-422356,Regulation of insulin secretion,reactome
Adenosine Diphosphate (Adp),R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",reactome
Adenosine Diphosphate (Adp),R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,reactome
Adenosine Diphosphate (Adp),R-HSA-428890,Role of ABL in ROBO-SLIT signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,reactome
Adenosine Diphosphate (Adp),R-HSA-432142,Platelet sensitization by LDL,reactome
Adenosine Diphosphate (Adp),R-HSA-432720,Lysosome Vesicle Biogenesis,reactome
Adenosine Diphosphate (Adp),R-HSA-432722,Golgi Associated Vesicle Biogenesis,reactome
Adenosine Diphosphate (Adp),R-HSA-437239,Recycling pathway of L1,reactome
Adenosine Diphosphate (Adp),R-HSA-438064,Post NMDA receptor activation events,reactome
Adenosine Diphosphate (Adp),R-HSA-4419969,Depolymerization of the Nuclear Lamina,reactome
Adenosine Diphosphate (Adp),R-HSA-4420097,VEGFA-VEGFR2 Pathway,reactome
Adenosine Diphosphate (Adp),R-HSA-442720,CREB1 phosphorylation through the activation of Adenylate Cyclase,reactome
Adenosine Diphosphate (Adp),R-HSA-442729,CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,reactome
Adenosine Diphosphate (Adp),R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-442755,Activation of NMDA receptors and postsynaptic events,reactome
Adenosine Diphosphate (Adp),R-HSA-444257,RSK activation,reactome
Adenosine Diphosphate (Adp),R-HSA-445095,Interaction between L1 and Ankyrins,reactome
Adenosine Diphosphate (Adp),R-HSA-445144,Signal transduction by L1,reactome
Adenosine Diphosphate (Adp),R-HSA-445355,Smooth Muscle Contraction,reactome
Adenosine Diphosphate (Adp),R-HSA-445717,Aquaporin-mediated transport,reactome
Adenosine Diphosphate (Adp),R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation,reactome
Adenosine Diphosphate (Adp),R-HSA-446199,Synthesis of Dolichyl-phosphate,reactome
Adenosine Diphosphate (Adp),R-HSA-446210,Synthesis of UDP-N-acetyl-glucosamine,reactome
Adenosine Diphosphate (Adp),R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,reactome
Adenosine Diphosphate (Adp),R-HSA-447041,CHL1 interactions,reactome
Adenosine Diphosphate (Adp),R-HSA-447043,Neurofascin interactions,reactome
Adenosine Diphosphate (Adp),R-HSA-447115,Interleukin-12 family signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-448424,Interleukin-17 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,reactome
Adenosine Diphosphate (Adp),R-HSA-450294,MAP kinase activation,reactome
Adenosine Diphosphate (Adp),R-HSA-450302,activated TAK1 mediates p38 MAPK activation,reactome
Adenosine Diphosphate (Adp),R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,reactome
Adenosine Diphosphate (Adp),R-HSA-450341,Activation of the AP-1 family of transcription factors,reactome
Adenosine Diphosphate (Adp),R-HSA-450385,Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,reactome
Adenosine Diphosphate (Adp),R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",reactome
Adenosine Diphosphate (Adp),R-HSA-450520,HuR (ELAVL1) binds and stabilizes mRNA,reactome
Adenosine Diphosphate (Adp),R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,reactome
Adenosine Diphosphate (Adp),R-HSA-450604,KSRP (KHSRP) binds and destabilizes mRNA,reactome
Adenosine Diphosphate (Adp),R-HSA-451927,Interleukin-2 family signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-453276,Regulation of mitotic cell cycle,reactome
Adenosine Diphosphate (Adp),R-HSA-4608870,Asymmetric localization of PCP proteins,reactome
Adenosine Diphosphate (Adp),R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,reactome
Adenosine Diphosphate (Adp),R-HSA-499943,Interconversion of nucleotide di- and triphosphates,reactome
Adenosine Diphosphate (Adp),R-HSA-500753,Pyrimidine biosynthesis,reactome
Adenosine Diphosphate (Adp),R-HSA-5099900,WNT5A-dependent internalization of FZD4,reactome
Adenosine Diphosphate (Adp),R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",reactome
Adenosine Diphosphate (Adp),R-HSA-5173105,O-linked glycosylation,reactome
Adenosine Diphosphate (Adp),R-HSA-5205647,Mitophagy,reactome
Adenosine Diphosphate (Adp),R-HSA-5213460,RIPK1-mediated regulated necrosis,reactome
Adenosine Diphosphate (Adp),R-HSA-5218859,Regulated Necrosis,reactome
Adenosine Diphosphate (Adp),R-HSA-5218920,VEGFR2 mediated vascular permeability,reactome
Adenosine Diphosphate (Adp),R-HSA-5218921,VEGFR2 mediated cell proliferation,reactome
Adenosine Diphosphate (Adp),R-HSA-525793,Myogenesis,reactome
Adenosine Diphosphate (Adp),R-HSA-5357769,Caspase activation via extrinsic apoptotic signalling pathway,reactome
Adenosine Diphosphate (Adp),R-HSA-5357905,Regulation of TNFR1 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5358346,Hedgehog ligand biogenesis,reactome
Adenosine Diphosphate (Adp),R-HSA-5358508,Mismatch Repair,reactome
Adenosine Diphosphate (Adp),R-HSA-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),reactome
Adenosine Diphosphate (Adp),R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),reactome
Adenosine Diphosphate (Adp),R-HSA-5362517,Signaling by Retinoic Acid,reactome
Adenosine Diphosphate (Adp),R-HSA-5362768,Hh mutants are degraded by ERAD,reactome
Adenosine Diphosphate (Adp),R-HSA-5387390,Hh mutants abrogate ligand secretion,reactome
Adenosine Diphosphate (Adp),R-HSA-5578775,Ion homeostasis,reactome
Adenosine Diphosphate (Adp),R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5607764,CLEC7A (Dectin-1) signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5610780,Degradation of GLI1 by the proteasome,reactome
Adenosine Diphosphate (Adp),R-HSA-5610783,Degradation of GLI2 by the proteasome,reactome
Adenosine Diphosphate (Adp),R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,reactome
Adenosine Diphosphate (Adp),R-HSA-5610787,Hedgehog 'off' state,reactome
Adenosine Diphosphate (Adp),R-HSA-5619084,ABC transporter disorders,reactome
Adenosine Diphosphate (Adp),R-HSA-5621480,Dectin-2 family,reactome
Adenosine Diphosphate (Adp),R-HSA-5621575,CD209 (DC-SIGN) signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5625740,RHO GTPases activate PKNs,reactome
Adenosine Diphosphate (Adp),R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,reactome
Adenosine Diphosphate (Adp),R-HSA-5625900,RHO GTPases activate CIT,reactome
Adenosine Diphosphate (Adp),R-HSA-5627117,RHO GTPases Activate ROCKs,reactome
Adenosine Diphosphate (Adp),R-HSA-5627123,RHO GTPases activate PAKs,reactome
Adenosine Diphosphate (Adp),R-HSA-5628897,TP53 Regulates Metabolic Genes,reactome
Adenosine Diphosphate (Adp),R-HSA-5632684,Hedgehog 'on' state,reactome
Adenosine Diphosphate (Adp),R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,reactome
Adenosine Diphosphate (Adp),R-HSA-5635838,Activation of SMO,reactome
Adenosine Diphosphate (Adp),R-HSA-5637810,Constitutive Signaling by EGFRvIII,reactome
Adenosine Diphosphate (Adp),R-HSA-5637812,Signaling by EGFRvIII in Cancer,reactome
Adenosine Diphosphate (Adp),R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,reactome
Adenosine Diphosphate (Adp),R-HSA-5652084,Fructose metabolism,reactome
Adenosine Diphosphate (Adp),R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,reactome
Adenosine Diphosphate (Adp),R-HSA-5654221,Phospholipase C-mediated cascade; FGFR2,reactome
Adenosine Diphosphate (Adp),R-HSA-5654227,Phospholipase C-mediated cascade; FGFR3,reactome
Adenosine Diphosphate (Adp),R-HSA-5654228,Phospholipase C-mediated cascade; FGFR4,reactome
Adenosine Diphosphate (Adp),R-HSA-5654687,Downstream signaling of activated FGFR1,reactome
Adenosine Diphosphate (Adp),R-HSA-5654688,SHC-mediated cascade:FGFR1,reactome
Adenosine Diphosphate (Adp),R-HSA-5654689,PI-3K cascade:FGFR1,reactome
Adenosine Diphosphate (Adp),R-HSA-5654693,FRS-mediated FGFR1 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5654695,PI-3K cascade:FGFR2,reactome
Adenosine Diphosphate (Adp),R-HSA-5654696,Downstream signaling of activated FGFR2,reactome
Adenosine Diphosphate (Adp),R-HSA-5654699,SHC-mediated cascade:FGFR2,reactome
Adenosine Diphosphate (Adp),R-HSA-5654700,FRS-mediated FGFR2 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5654704,SHC-mediated cascade:FGFR3,reactome
Adenosine Diphosphate (Adp),R-HSA-5654706,FRS-mediated FGFR3 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5654708,Downstream signaling of activated FGFR3,reactome
Adenosine Diphosphate (Adp),R-HSA-5654710,PI-3K cascade:FGFR3,reactome
Adenosine Diphosphate (Adp),R-HSA-5654712,FRS-mediated FGFR4 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5654716,Downstream signaling of activated FGFR4,reactome
Adenosine Diphosphate (Adp),R-HSA-5654719,SHC-mediated cascade:FGFR4,reactome
Adenosine Diphosphate (Adp),R-HSA-5654720,PI-3K cascade:FGFR4,reactome
Adenosine Diphosphate (Adp),R-HSA-5654726,Negative regulation of FGFR1 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5654727,Negative regulation of FGFR2 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5654732,Negative regulation of FGFR3 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5654733,Negative regulation of FGFR4 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5654736,Signaling by FGFR1,reactome
Adenosine Diphosphate (Adp),R-HSA-5654738,Signaling by FGFR2,reactome
Adenosine Diphosphate (Adp),R-HSA-5654741,Signaling by FGFR3,reactome
Adenosine Diphosphate (Adp),R-HSA-5654743,Signaling by FGFR4,reactome
Adenosine Diphosphate (Adp),R-HSA-5655253,Signaling by FGFR2 in disease,reactome
Adenosine Diphosphate (Adp),R-HSA-5655291,Signaling by FGFR4 in disease,reactome
Adenosine Diphosphate (Adp),R-HSA-5655302,Signaling by FGFR1 in disease,reactome
Adenosine Diphosphate (Adp),R-HSA-5655332,Signaling by FGFR3 in disease,reactome
Adenosine Diphosphate (Adp),R-HSA-5661270,Formation of xylulose-5-phosphate,reactome
Adenosine Diphosphate (Adp),R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,reactome
Adenosine Diphosphate (Adp),R-HSA-5663220,RHO GTPases Activate Formins,reactome
Adenosine Diphosphate (Adp),R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,reactome
Adenosine Diphosphate (Adp),R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,reactome
Adenosine Diphosphate (Adp),R-HSA-5673000,RAF activation,reactome
Adenosine Diphosphate (Adp),R-HSA-5674135,MAP2K and MAPK activation,reactome
Adenosine Diphosphate (Adp),R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,reactome
Adenosine Diphosphate (Adp),R-HSA-5674499,Negative feedback regulation of MAPK pathway,reactome
Adenosine Diphosphate (Adp),R-HSA-5675221,Negative regulation of MAPK pathway,reactome
Adenosine Diphosphate (Adp),R-HSA-5676590,NIK-->noncanonical NF-kB signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5678895,Defective CFTR causes cystic fibrosis,reactome
Adenosine Diphosphate (Adp),R-HSA-5683826,Surfactant metabolism,reactome
Adenosine Diphosphate (Adp),R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation,reactome
Adenosine Diphosphate (Adp),R-HSA-5685938,HDR through Single Strand Annealing (SSA),reactome
Adenosine Diphosphate (Adp),R-HSA-5685942,HDR through Homologous Recombination (HRR),reactome
Adenosine Diphosphate (Adp),R-HSA-5687128,MAPK6/MAPK4 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-5689896,Ovarian tumor domain proteases,reactome
Adenosine Diphosphate (Adp),R-HSA-5690714,CD22 mediated BCR regulation,reactome
Adenosine Diphosphate (Adp),R-HSA-5693537,Resolution of D-Loop Structures,reactome
Adenosine Diphosphate (Adp),R-HSA-5693538,Homology Directed Repair,reactome
Adenosine Diphosphate (Adp),R-HSA-5693548,Sensing of DNA Double Strand Breaks,reactome
Adenosine Diphosphate (Adp),R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),reactome
Adenosine Diphosphate (Adp),R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,reactome
Adenosine Diphosphate (Adp),R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),reactome
Adenosine Diphosphate (Adp),R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,reactome
Adenosine Diphosphate (Adp),R-HSA-5693571,Nonhomologous End-Joining (NHEJ),reactome
Adenosine Diphosphate (Adp),R-HSA-5693579,Homologous DNA Pairing and Strand Exchange,reactome
Adenosine Diphosphate (Adp),R-HSA-5693606,DNA Double Strand Break Response,reactome
Adenosine Diphosphate (Adp),R-HSA-5693607,Processing of DNA double-strand break ends,reactome
Adenosine Diphosphate (Adp),R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,reactome
Adenosine Diphosphate (Adp),R-HSA-5696395,Formation of Incision Complex in GG-NER,reactome
Adenosine Diphosphate (Adp),R-HSA-5696398,Nucleotide Excision Repair,reactome
Adenosine Diphosphate (Adp),R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),reactome
Adenosine Diphosphate (Adp),R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),reactome
Adenosine Diphosphate (Adp),R-HSA-6782135,Dual incision in TC-NER,reactome
Adenosine Diphosphate (Adp),R-HSA-6783310,Fanconi Anemia Pathway,reactome
Adenosine Diphosphate (Adp),R-HSA-6783589,Interleukin-6 family signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-6783783,Interleukin-10 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,reactome
Adenosine Diphosphate (Adp),R-HSA-6787639,GDP-fucose biosynthesis,reactome
Adenosine Diphosphate (Adp),R-HSA-6790901,rRNA modification in the nucleus and cytosol,reactome
Adenosine Diphosphate (Adp),R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,reactome
Adenosine Diphosphate (Adp),R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,reactome
