"Compound.ID","Name","Formula","mean_intensity","display_name"
"C18-Pos-100963",NA,"C32 H52 O3 S",123444.606049337,"C18-Pos-100963"
"C18-Pos-000307","Riboflavin","C17 H20 N4 O6",123408.514205785,"Riboflavin"
"C8-Pos-000695","1,3-Propanedione, 1-[4-(1-methylethyl)phenyl]-3-phenyl-","C18 H18 O2",123397.939683638,"1,3-Propanedione, 1-[4-(1-methylethyl)phenyl]-3-phenyl-"
"Amide-Neg-100794",NA,"C13 H35 N8 O P S",123338.545350938,"Amide-Neg-100794"
"C18-Pos-100902",NA,"C79 H133 N6 O16 P3",123276.296933771,"C18-Pos-100902"
"C8-Neg-100780",NA,"C8 H14 N4 O12",123238.743401675,"C8-Neg-100780"
"C8-Pos-101682",NA,"C18 H6 N5 O11 P3 S",123150.239253391,"C8-Pos-101682"
"C8-Neg-101345",NA,"C5 H11 N5 P2",123038.122982995,"C8-Neg-101345"
"Amide-Pos-000555","Guanosine 5'-diphosphate (GDP)","C10 H15 N5 O11 P2",123020.74081258,"Guanosine 5'-diphosphate (GDP)"
"C18-Pos-100924",NA,"C57 H123 N10 O18 P3",123004.143286471,"C18-Pos-100924"
"C8-Pos-000532","NCGC00381029-01!1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one","C13 H18 O4",122914.658390209,"NCGC00381029-01!1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one"
"Amide-Pos-100754",NA,"C21 H38 N4 O4",122575.527811654,"Amide-Pos-100754"
"C8-Pos-101384",NA,"C21 H44 N5 O2 P",122349.24908121,"C8-Pos-101384"
"Amide-Neg-100899",NA,"C8 H17 O11 P",122258.06590757,"Amide-Neg-100899"
"C18-Pos-100778",NA,"C28 H60 N4 O",122241.234337868,"C18-Pos-100778"
"C18-Pos-100938",NA,"C69 H133 N8 O17 P3 S",122200.363301083,"C18-Pos-100938"
"C8-Neg-101145",NA,"C47 H82 N5 O5 P",121994.370349213,"C8-Neg-101145"
"C8-Neg-101662",NA,"C13 H39 N10 O2 P S",121955.454021265,"C8-Neg-101662"
"Amide-Neg-100795",NA,"C9 H13 N O8",121930.912223899,"Amide-Neg-100795"
"Amide-Pos-100635",NA,"C6 H11 O8 P",121889.835935609,"Amide-Pos-100635"
"Amide-Neg-100824",NA,"C8 H17 N6 O9 P",121818.533402172,"Amide-Neg-100824"
"C18-Pos-100984",NA,"C24 H50 N2 O2",121691.953753816,"C18-Pos-100984"
"C18-Neg-100556",NA,"C10 H11 N O6",121567.154806262,"C18-Neg-100556"
"C8-Pos-101962",NA,"C18 H35 N7 O4 S",121560.058448112,"C8-Pos-101962"
"C18-Pos-101071",NA,"C76 H105 N10 O17 P S",121539.257887562,"C18-Pos-101071"
"C18-Pos-101034",NA,"C15 H32 S2",121452.91101495,"C18-Pos-101034"
"Amide-Neg-100749",NA,"C7 H12 N4 O9 P2",121252.029413701,"Amide-Neg-100749"
"Amide-Pos-100723",NA,"C4 H9 N O7",121181.002975597,"Amide-Pos-100723"
"Amide-Neg-100866",NA,"C14 H33 N4 O5 P S",121143.036419224,"Amide-Neg-100866"
"C8-Pos-101784",NA,"C21 H31 N5",121138.20607032,"C8-Pos-101784"
"C8-Pos-000681","Norgestrel","C21 H28 O2",121127.980595664,"Norgestrel"
"C8-Pos-102056",NA,"C21 H35 N O",121080.9609181,"C8-Pos-102056"
"C18-Pos-100986",NA,"C37 H79 N4 O8 P3",121041.441240507,"C18-Pos-100986"
"C8-Pos-101542",NA,"C27 H44",121007.364790372,"C8-Pos-101542"
"C8-Neg-101619",NA,"C29 H46 O3",120970.754250232,"C8-Neg-101619"
"C8-Neg-101700",NA,"C38 H78 N3 O13 P",120949.420622361,"C8-Neg-101700"
"C18-Pos-100969",NA,"C75 H125 N6 O14 P3",120860.0178956,"C18-Pos-100969"
"Amide-Neg-000583","2-Methylbenzoic acid","C8 H8 O2",120763.176644189,"2-Methylbenzoic acid"
"C8-Neg-101527",NA,"C20 H40 N2 O4 S",120762.621801986,"C8-Neg-101527"
"C8-Pos-101287",NA,"C18 H31 N5 O2",120753.710751566,"C8-Pos-101287"
"Amide-Neg-100810",NA,"C6 H13 N O9",120735.954133479,"Amide-Neg-100810"
"Amide-Pos-000521","3,3-Bis(N,N-dipropanoic acid)","C6 H11 N O4",120713.888105353,"3,3-Bis(N,N-dipropanoic acid)"
"Amide-Pos-100681",NA,"C3 H4 N9 O3 P3",120660.673973384,"Amide-Pos-100681"
"C8-Pos-101741",NA,"C4 H9 N9 O11 P2",120658.698353483,"C8-Pos-101741"
"C8-Neg-101378",NA,"C6 H4 O7 S",120552.835349465,"C8-Neg-101378"
"C8-Pos-102047",NA,"C14 H24 O4",120552.264832381,"C8-Pos-102047"
"C8-Neg-101357",NA,"C54 H77 N4 O5 P3 S",120510.366771616,"C8-Neg-101357"
"Amide-Pos-100717",NA,"C2 H4 N3 O3 P",120508.097008808,"Amide-Pos-100717"
"C18-Pos-100860",NA,"C40 H90 N5 O11 P3 S2",120414.956236749,"C18-Pos-100860"
"C8-Neg-000208","Heneicosanoic acid","C21 H42 O2",120278.334651356,"Heneicosanoic acid"
"C18-Neg-100505",NA,"C10 H11 N O6",120170.197914449,"C18-Neg-100505"
"Amide-Neg-100623",NA,"C15 H22 N5 P S2",120078.274965719,"Amide-Neg-100623"
"C8-Pos-102095",NA,"C18 H35 N7 O2 S",120061.352904548,"C8-Pos-102095"
"C8-Neg-101472",NA,"C18 H32 N2 O3 P2 S",120021.761529475,"C8-Neg-101472"
"C8-Neg-101377",NA,"C22 H36 N4 O2",119962.72523143,"C8-Neg-101377"
"C8-Neg-100867",NA,"C21 H38 N4 O3 S",119912.891354408,"C8-Neg-100867"
"C18-Pos-101041",NA,"C14 H35 N9 O3 S3",119830.720938223,"C18-Pos-101041"
"C18-Pos-101030",NA,"C24 H34 N O6 P3",119802.842747841,"C18-Pos-101030"
"Amide-Neg-000597","Citruline","C6 H13 N3 O3",119698.442353477,"Citruline"
"C8-Pos-101712",NA,"C22 H11 N3 O3 P2 S5",119502.958354565,"C8-Pos-101712"
"Amide-Pos-100706",NA,"C3 H5 N3 O7 P2 S2",119496.596173269,"Amide-Pos-100706"
"C18-Neg-100559",NA,"C4 H10 Cl N3 O2",119444.192609972,"C18-Neg-100559"
"C18-Pos-100751",NA,"C47 H101 N10 O9 P S",119413.740422227,"C18-Pos-100751"
"C18-Neg-100573",NA,"C2 H2 N7 O6 P3 S",119402.288036074,"C18-Neg-100573"
"C8-Pos-101959",NA,"C21 H34",119296.566598791,"C8-Pos-101959"
"C18-Pos-000297","SINAPIC ACID METHYL ETHER","C12 H14 O5",119239.25191083,"SINAPIC ACID METHYL ETHER"
"C18-Pos-100867",NA,"C5 H9 N2 O3 P S",119094.683420696,"C18-Pos-100867"
"Amide-Pos-100755",NA,"C6 H5 Br N P S",119081.4048329,"Amide-Pos-100755"
"C18-Pos-100964",NA,"C65 H116 N3 O17 P3 S3",119061.950322912,"C18-Pos-100964"
"C8-Pos-101456",NA,"C63 H116 N9 O17 P",119003.55763286,"C8-Pos-101456"
"Amide-Neg-100806",NA,"C12 H18 N6 O5",118989.883456144,"Amide-Neg-100806"
"Amide-Neg-100843",NA,"C7 H9 N O8",118896.793699533,"Amide-Neg-100843"
"C8-Neg-101613",NA,"C44 H72 N2 O2",118841.452775487,"C8-Neg-101613"
"Amide-Pos-000517","1-Piperidinecarboxylic acid, 3-methoxy-4-oxo-, ethyl ester","C9 H15 N O4",118839.112351206,"1-Piperidinecarboxylic acid, 3-methoxy-4-oxo-, ethyl ester"
"C8-Neg-101391",NA,"C34 H58 O2",118838.367981329,"C8-Neg-101391"
"C8-Pos-101885",NA,"C24 H47 N3 O3 P2 S",118792.382268116,"C8-Pos-101885"
"Amide-Pos-100728",NA,"C7 H17 N4 O6 P3",118757.482518862,"Amide-Pos-100728"
"Amide-Neg-100781",NA,"C12 H27 N5 O4 P2 S",118730.953327124,"Amide-Neg-100781"
"C8-Neg-101560",NA,"C37 H75 N2 O4 P3 S",118677.584391077,"C8-Neg-101560"
"C18-Neg-100580",NA,"C3 H6 Cl N6 O3 P S2",118557.962746399,"C18-Neg-100580"
"C18-Pos-100955",NA,"C21 H31 N3 O5 S2",118551.479785795,"C18-Pos-100955"
"C18-Pos-100954",NA,"C25 H45 N",118491.753235505,"C18-Pos-100954"
"C8-Pos-000653","1-Oxaspiro[2.7]decane-6,7-dione, 10-hydroxy-8-methoxy-10-methyl-9-(3-methyl-2-buten-1-yl)-","C16 H24 O5",118380.467168114,"1-Oxaspiro[2.7]decane-6,7-dione, 10-hydroxy-8-methoxy-10-methyl-9-(3-methyl-2-buten-1-yl)-"
"C8-Pos-101571",NA,"C35 H72 N8 O8",118376.949778169,"C8-Pos-101571"
"Amide-Neg-100836",NA,"C8 H19 N O8 S",118366.949882633,"Amide-Neg-100836"
"C18-Pos-101049",NA,"C47 H77 N2 O9 P",118333.696697266,"C18-Pos-101049"
"Amide-Pos-100632",NA,"C7 H4 N2 P2",118325.270002652,"Amide-Pos-100632"
"C8-Pos-101551",NA,"C25 H49 N2 O6 P",118251.042450325,"C8-Pos-101551"
"C18-Pos-100635",NA,"C H3 O13 P3 S",118242.666818735,"C18-Pos-100635"
"Amide-Pos-000523","N-Oleoyl-D-erythro-sphingosylphosphorylcholine","C41 H81 N2 O6 P",118222.493493301,"N-Oleoyl-D-erythro-sphingosylphosphorylcholine"
"C18-Pos-100788",NA,"C40 H82 N9 O12 P3",118167.361379282,"C18-Pos-100788"
"C18-Pos-100767",NA,"C44 H65 N3 O5 P2 S",118122.285923685,"C18-Pos-100767"
"C8-Neg-101374",NA,"C19 H36 Cl2 N4 O5 S",118050.833373169,"C8-Neg-101374"
"C8-Pos-101977",NA,"C26 H54 N3 O6 P S",117724.317203867,"C8-Pos-101977"
"Amide-Pos-100721",NA,"C13 H17 O5 P",117685.08900926,"Amide-Pos-100721"
"C8-Neg-101450",NA,"C26 H40 O2",117663.657393475,"C8-Neg-101450"
"C18-Neg-100493",NA,"C10 H P3",117591.5262764,"C18-Neg-100493"
"C18-Neg-100509",NA,"C3 H9 Cl N8 O",117576.960223833,"C18-Neg-100509"
"C18-Pos-101024",NA,"C19 H49 N9 O11",117570.449304536,"C18-Pos-101024"
"C8-Neg-101405",NA,"C5 H14 Cl N3 O8 P2 S2",117456.110477609,"C8-Neg-101405"
"C18-Pos-101106",NA,"C2 H4 Cl N3 O4 S4",117440.798067925,"C18-Pos-101106"
"C18-Pos-100965",NA,"C82 H133 N10 O13 P3",117342.838393877,"C18-Pos-100965"
"C8-Neg-101550",NA,"C20 H38 O4",117335.270839347,"C8-Neg-101550"
"C8-Neg-101406",NA,"C5 H10 N3 O14 P",117302.635014077,"C8-Neg-101406"
"Amide-Neg-100787",NA,"C11 H11 N9 O9 S",117300.350373905,"Amide-Neg-100787"
"C8-Neg-101319",NA,"C4 H14 N7 O17 P",117210.927738279,"C8-Neg-101319"
"Amide-Pos-100804",NA,"C6 H19 N6 O2 P3",117206.925936361,"Amide-Pos-100804"
"Amide-Neg-100774",NA,"C5 H7 N3 O8",117142.772587045,"Amide-Neg-100774"
"C8-Pos-102093",NA,"C2 H2 N8 O16 P2",117135.237686129,"C8-Pos-102093"
"C8-Neg-101438",NA,"C6 H8 Br N5 O2 P2",117045.519862833,"C8-Neg-101438"
"C18-Neg-100366",NA,"C5 H6 N O6 P3",117021.270259093,"C18-Neg-100366"
"C8-Pos-101821",NA,"C23 H43 N3 O6 S",116974.919264397,"C8-Pos-101821"
"C18-Pos-100913",NA,"C86 H141 N10 O15 P3",116925.130381298,"C18-Pos-100913"
"C18-Neg-100420",NA,"C22 H30 N4 O3 S",116857.147375846,"C18-Neg-100420"
"C8-Neg-101347",NA,"C6 H19 N8 O3 P",116857.016151267,"C8-Neg-101347"
"Amide-Pos-100718",NA,"C4 H3 O5 P3 S",116811.60557558,"Amide-Pos-100718"
"Amide-Neg-100877",NA,"C11 H22 O5 S",116611.389295824,"Amide-Neg-100877"
"C8-Pos-102083",NA,"C41 H92 N7 O8 P3",116564.889878462,"C8-Pos-102083"
"Amide-Pos-100761",NA,"C6 H13 N6 O P S4",116556.766216235,"Amide-Pos-100761"
"Amide-Neg-100871",NA,"C3 H O7 P S",116362.4675006,"Amide-Neg-100871"
"C18-Pos-000319","N6-Me-Adenosine","C11 H15 N5 O4",116317.253359727,"N6-Me-Adenosine"
"C8-Pos-101910",NA,"C31 H60 N7 O2 P",116210.964714206,"C8-Pos-101910"
"C8-Neg-101468",NA,"C45 H90 N3 O5 P3 S",116118.59625376,"C8-Neg-101468"
"C8-Neg-101193",NA,"C5 H12 Br Cl N8 O",116104.80788101,"C8-Neg-101193"
"C18-Pos-100948",NA,"C8 H18 O4",116096.441745407,"C18-Pos-100948"
"C8-Neg-101518",NA,"C2 H5 N7 O6",116083.379148522,"C8-Neg-101518"
"C8-Neg-101462",NA,"C33 H68 N4 O3 P2 S",116069.954733867,"C8-Neg-101462"
"C8-Pos-102060",NA,"C26 H48 N4 O4 S",116034.502229465,"C8-Pos-102060"
"C8-Pos-102061",NA,"C27 H47 N O2 S",116034.502229465,"C8-Pos-102061"
"C8-Pos-101629",NA,"C21 H42 N5 O P",116033.337145835,"C8-Pos-101629"
"C8-Neg-101465",NA,"C5 H9 Cl N5 O9 P S",115981.806042123,"C8-Neg-101465"
"C8-Pos-000689","PC O-34:6","C42 H74 N O7 P",115799.234112811,"PC O-34:6"
"C18-Pos-100857",NA,"C83 H152 N3 O17 P3 S2",115712.951223853,"C18-Pos-100857"
"C18-Neg-100549",NA,"C4 H10 N5 O10 P3 S",115705.703224819,"C18-Neg-100549"
"Amide-Neg-100849",NA,"C7 H10 O8",115640.741747697,"Amide-Neg-100849"
"C8-Neg-101246",NA,"C6 H12 N8 O2",115613.444022755,"C8-Neg-101246"
"C8-Pos-101905",NA,"C20 H37 N3 O5",115381.337249432,"C8-Pos-101905"
"C18-Pos-101023",NA,"C22 H41 N9 O4 S",115320.048413459,"C18-Pos-101023"
"C8-Neg-101506",NA,"C38 H87 N10 O17 P3",115220.759322238,"C8-Neg-101506"
"C8-Pos-102002",NA,"C9 H22 N5 P",115090.754549473,"C8-Pos-102002"
"C8-Pos-101937",NA,"C16 H27 N O",115035.954420425,"C8-Pos-101937"
"C18-Pos-101094",NA,"C12 H34 N8 O P2 S",115019.356073836,"C18-Pos-101094"
"Amide-Pos-100700",NA,"C7 H19 N7 O8 P2",114982.053685622,"Amide-Pos-100700"
"Amide-Pos-000531","1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphocholine","C28 H50 N O7 P",114977.374974525,"1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphocholine"
"C8-Neg-101487",NA,"C37 H81 N5 O P2 S",114969.359210563,"C8-Neg-101487"
"C8-Neg-101467",NA,"C9 H13 Br O5",114901.455847137,"C8-Neg-101467"
"C8-Pos-000673","Tuberostemonine","C22 H33 N O4",114893.396726079,"Tuberostemonine"
"C8-Pos-102001",NA,"C16 H25 N O2",114836.103105841,"C8-Pos-102001"
"Amide-Neg-100840",NA,"C7 H23 N4 O P3",114729.07123773,"Amide-Neg-100840"
"C8-Pos-000671","(3β,9ξ)-3,14-Dihydroxycarda-5,20(22)-dienolide","C23 H32 O4",114578.791239648,"(3β,9ξ)-3,14-Dihydroxycarda-5,20(22)-dienolide"
"C8-Pos-000703","Acetic acid, 2-[4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy]-","C22 H26 O7",114525.511936788,"Acetic acid, 2-[4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy]-"
"C8-Pos-101886",NA,"C13 H30 N9 O P",114501.34244581,"C8-Pos-101886"
"Amide-Pos-100744",NA,"C5 H15 N10 O10 P",114404.435039593,"Amide-Pos-100744"
"Amide-Neg-100837",NA,"C6 H13 Cl N2 O5",114255.52001337,"Amide-Neg-100837"
"C8-Pos-000660","(E,2S,3R)-5-[3-hydroxy-2-(hydroxymethyl)phenyl]pent-4-ene-2,3-diol","C12 H16 O4",114213.569134385,"(E,2S,3R)-5-[3-hydroxy-2-(hydroxymethyl)phenyl]pent-4-ene-2,3-diol"
"C18-Neg-100522",NA,"C10 H12 N3 O7 P",114146.784190995,"C18-Neg-100522"
"C18-Neg-100546",NA,"C3 H5 Cl N5 O P S2",113807.987112044,"C18-Neg-100546"
"C8-Neg-101296",NA,"C7 H23 Br N8 O11",113783.317126545,"C8-Neg-101296"
"C18-Neg-000213","Galacturonate 1-phosphate","C6 H11 O10 P",113675.681447114,"Galacturonate 1-phosphate"
"C8-Pos-102003",NA,"C25 H58 N4 O4 P2 S",113622.942167128,"C8-Pos-102003"
"Amide-Pos-100756",NA,"C21 H30 N3 O16 P3 S",113552.506005443,"Amide-Pos-100756"
"C8-Neg-101676",NA,"C16 H24 O3",113516.848322083,"C8-Neg-101676"
"C18-Pos-100922",NA,"C4 H9 N10 O5 P3",113512.86708126,"C18-Pos-100922"
"Amide-Neg-000607","Ornithine","C5 H12 N2 O2",113354.830588081,"Ornithine"
"C8-Pos-101901",NA,"C23 H48 N4 O2 P2 S2",113334.440488227,"C8-Pos-101901"
"C18-Pos-100923",NA,"C90 H163 N8 O16 P3 S2",113286.871383039,"C18-Pos-100923"
"C8-Neg-101354",NA,"C5 H17 Br N10 O16",113270.806512646,"C8-Neg-101354"
"C18-Neg-100539",NA,"C25 H43 N3 O8",113212.0774932,"C18-Neg-100539"
"C8-Pos-101869",NA,"C25 H49 N5 O",113190.774516077,"C8-Pos-101869"
"C18-Pos-100899",NA,"C13 H24 N4 O5",113149.543099595,"C18-Pos-100899"
"Amide-Pos-100692",NA,"C13 H23 N O8",113012.508696679,"Amide-Pos-100692"
"C8-Neg-101522",NA,"C3 H6 N6 O2 P2",112980.814398625,"C8-Neg-101522"
"C18-Neg-100591",NA,"C4 H3 Cl N5 O P3",112870.059708799,"C18-Neg-100591"
"Amide-Neg-100911",NA,"C6 H17 N2 O2 P S2",112856.867837126,"Amide-Neg-100911"
"C8-Neg-101604",NA,"C11 H26 N2 O6",112855.297351224,"C8-Neg-101604"
"C18-Pos-101069",NA,"C54 H78 N3 O9 P3",112773.385072815,"C18-Pos-101069"
"C8-Pos-101657",NA,"C20 H36 O3",112644.329487538,"C8-Pos-101657"
"C8-Neg-101525",NA,"C4 H11 Br N10 O",112643.201146909,"C8-Neg-101525"
"C18-Neg-100610",NA,"C4 H7 Cl O5 S4",112634.593552668,"C18-Neg-100610"
"C8-Neg-101477",NA,"C4 H11 Br N10 O",112629.061675697,"C8-Neg-101477"
"Amide-Pos-100716",NA,"C6 H2 Br N5 O4 S",112575.437212327,"Amide-Pos-100716"
"C18-Pos-101055",NA,"C3 H3 Cl N6 P2 S2",112400.517908195,"C18-Pos-101055"
"C8-Pos-000485","5-(Hydroxymethyl)-3-(1-hydroxy-4-methylhexyl)oxolan-2-one","C12 H22 O4",112350.170928009,"5-(Hydroxymethyl)-3-(1-hydroxy-4-methylhexyl)oxolan-2-one"
"C8-Pos-102075",NA,"C23 H54 N5 O3 P",112293.652496081,"C8-Pos-102075"
"C8-Neg-100915",NA,"C9 H17 Br P2",112261.809747029,"C8-Neg-100915"
"C18-Pos-100993",NA,"C88 H156 N7 O15 P3 S2",112250.664509669,"C18-Pos-100993"
"C18-Neg-100564",NA,"C6 H3 N3 O6 P2",112198.690673975,"C18-Neg-100564"
"C8-Pos-102029",NA,"C42 H61 Cl N8 O5 P2 S5",112184.466554331,"C8-Pos-102029"
"Amide-Neg-100887",NA,"C14 H22 O2",112176.288791943,"Amide-Neg-100887"
"C8-Pos-101900",NA,"C15 H14 N4 O2",112091.221877793,"C8-Pos-101900"
"C8-Neg-101512",NA,"C34 H56 O2",112048.333427572,"C8-Neg-101512"
"C8-Neg-101473",NA,"C41 H85 N5 O7 P2",111929.880909203,"C8-Neg-101473"
"C8-Neg-101690",NA,"C11 H26 N6 O S",111898.424775481,"C8-Neg-101690"
"C8-Pos-101913",NA,"C16 H41 N8 O P",111879.915233384,"C8-Pos-101913"
"C8-Pos-101753",NA,"C23 H53 N4 O3 P",111716.913553368,"C8-Pos-101753"
"C18-Neg-100569",NA,"C4 H2 Cl2 N5 O P3",111716.486561304,"C18-Neg-100569"
"C8-Neg-101606",NA,"C7 H13 N6 O4 P3",111499.357447735,"C8-Neg-101606"
"C8-Neg-101516",NA,"C85 H132 N8 O18 P2 S",111499.048313452,"C8-Neg-101516"
"Amide-Neg-100767",NA,"C37 H80 Cl N9 O3 P2",111451.522646053,"Amide-Neg-100767"
"Amide-Neg-100627",NA,"C17 H34 O2",111420.195163981,"Amide-Neg-100627"
"Amide-Neg-100891",NA,"C9 H27 N4 O8 P3 S",111413.826501896,"Amide-Neg-100891"
"Amide-Pos-100751",NA,"C18 H28 N2",111355.542848312,"Amide-Pos-100751"
"Amide-Pos-000484","Cotinine","C10 H12 N2 O",111287.021948741,"Cotinine"
"C8-Neg-101491",NA,"C23 H38 N4",111283.829679255,"C8-Neg-101491"
"C8-Pos-101994",NA,"C29 H61 N9 O5",111054.522043335,"C8-Pos-101994"
"C8-Pos-101985",NA,"C46 H82 N6 O P2 S",111038.129417904,"C8-Pos-101985"
"C8-Neg-101272",NA,"C24 H29 Cl N6 O3 P2 S5",111020.181052082,"C8-Neg-101272"
"C8-Neg-101577",NA,"C22 H56 N8 O P2 S2",110989.594033842,"C8-Neg-101577"
"C8-Neg-101261",NA,"C4 H5 N10 O3 P",110982.506201958,"C8-Neg-101261"
"Amide-Neg-100886",NA,"C2 H4 Cl N9",110978.25788327,"Amide-Neg-100886"
"C8-Neg-101420",NA,"C18 H35 N O2 S",110935.740464024,"C8-Neg-101420"
"C8-Pos-101263",NA,"C64 H66 O2",110921.332682767,"C8-Pos-101263"
"C18-Pos-000320","2-Hydroxyethyl benzoate","C9 H10 O3",110916.821695564,"2-Hydroxyethyl benzoate"
"C8-Neg-101569",NA,"C33 H67 N3 O6 P2 S",110865.862113482,"C8-Neg-101569"
"C8-Pos-101466",NA,"C2 H3 N4 O5 P3 S",110861.16228184,"C8-Pos-101466"
"C8-Neg-101452",NA,"C23 H52 N6 O4 S",110762.050344766,"C8-Neg-101452"
"C8-Neg-101418",NA,"C7 H21 N3 O P2 S2",110708.544361476,"C8-Neg-101418"
"Amide-Neg-100858",NA,"C12 H19 N4 O P3 S",110706.756114824,"Amide-Neg-100858"
"Amide-Neg-100979",NA,"C5 H5 Cl N3 O2 P S3",110632.916357314,"Amide-Neg-100979"
"C8-Neg-101616",NA,"C21 H46 N7 O5 P",110564.489530548,"C8-Neg-101616"
"C8-Neg-101622",NA,"C30 H72 N7 O4 P3",110500.088968508,"C8-Neg-101622"
"C8-Neg-101514",NA,"C3 H8 Cl N3 O7 S",110485.573947216,"C8-Neg-101514"
"C8-Pos-102072",NA,"C16 H36 N9 O3 P",110436.949390871,"C8-Pos-102072"
"Amide-Pos-100621",NA,"C8 H19 N O",110413.935806025,"Amide-Pos-100621"
"C8-Pos-101353",NA,"C38 H73 N O2",110407.284426389,"C8-Pos-101353"
"C8-Neg-101546",NA,"C8 H23 Br N3 O3 P3",110387.97102097,"C8-Neg-101546"
"C18-Neg-100517",NA,"C8 H18 Cl N6 O P",110340.548490179,"C18-Neg-100517"
"C18-Neg-100555",NA,"C5 H13 N10 O7 P3",110335.695117707,"C18-Neg-100555"
"Amide-Neg-100875",NA,"C9 H13 N6 O6 P",110312.892839402,"Amide-Neg-100875"
"C8-Neg-101561",NA,"C35 H48 N O4 P S",110232.575625124,"C8-Neg-101561"
"C8-Neg-101691",NA,"C24 H49 N2 O8 P S",110105.597556721,"C8-Neg-101691"
"C18-Neg-100541",NA,"C8 H13 N O5",109993.715546401,"C18-Neg-100541"
"C8-Neg-000202","PG 18:0_18:1","C42 H81 O10 P",109969.848910855,"PG 18:0_18:1"
"C8-Pos-101833",NA,"C23 H26 N2",109801.763927472,"C8-Pos-101833"
"C18-Pos-101196",NA,"C19 H38 N2 O2",109576.33225994,"C18-Pos-101196"
"Amide-Neg-100896",NA,"C9 H7 N7 O",109512.037186489,"Amide-Neg-100896"
"C18-Neg-100614",NA,"C9 H2 N4 O8 S2",109497.517262711,"C18-Neg-100614"
"C8-Pos-101876",NA,"C39 H80 N5 O3 P",109479.656226827,"C8-Pos-101876"
"C8-Neg-101554",NA,"C89 H161 N10 O18 P3 S5",109394.412200716,"C8-Neg-101554"
"C8-Pos-101718",NA,"C11 H26 N7 O P3",109374.827399999,"C8-Pos-101718"
"Amide-Neg-000581","Dibutyl phthalate","C16 H22 O4",109332.647037859,"Dibutyl phthalate"
"C8-Pos-101982",NA,"C25 H52 N2 O",109253.794502928,"C8-Pos-101982"
"C18-Pos-100758",NA,"C19 H40 N2 O",109203.343095783,"C18-Pos-100758"
"C8-Pos-101865",NA,"C40 H85 N5 O9 P2",109032.158400736,"C8-Pos-101865"
"C8-Neg-101380",NA,"C4 H8 N4 O5 P2",109016.646754969,"C8-Neg-101380"
"Amide-Pos-100771",NA,"C5 H14 N2 O",109001.469484459,"Amide-Pos-100771"
"C8-Neg-101258",NA,"C19 H37 N O3 S",108961.105332012,"C8-Neg-101258"
"C8-Pos-101935",NA,"C15 H21 Cl N4 O4 S",108960.062761507,"C8-Pos-101935"
"C8-Neg-101499",NA,"C8 H23 N4 O3 P",108892.362915328,"C8-Neg-101499"
"C8-Pos-101825",NA,"C24 H47 N5 O9",108863.12517225,"C8-Pos-101825"
"C8-Neg-101646",NA,"C5 H7 Cl O P2 S",108676.013130272,"C8-Neg-101646"
"C8-Pos-101942",NA,"C28 H42 N6 O4 S",108592.641918476,"C8-Pos-101942"
"C8-Pos-101830",NA,"C36 H71 N9 O4 P2",108495.2617903,"C8-Pos-101830"
"C18-Neg-100584",NA,"C4 H2 Cl N10 O2 P3 S2",108361.280616369,"C18-Neg-100584"
"C8-Neg-101576",NA,"C24 H29 N2 O2 P",108359.90585261,"C8-Neg-101576"
"C8-Neg-101361",NA,"C33 H19 N8 O17 P3",108289.434761448,"C8-Neg-101361"
"C18-Pos-101092",NA,"C83 H117 N8 O11 P3 S",108276.858922961,"C18-Pos-101092"
"C8-Neg-101630",NA,"C22 H44 N2 O3 S2",108215.93883779,"C8-Neg-101630"
"C18-Pos-100869",NA,"C60 H99 N6 O17 P3",107976.261447006,"C18-Pos-100869"
"C18-Pos-100997",NA,"C70 H121 N4 O15 P3",107910.479469885,"C18-Pos-100997"
"C8-Neg-101500",NA,"C7 H22 Br N10 O5 P",107659.104201745,"C8-Neg-101500"
"C8-Neg-101143",NA,"C42 H19 N2 O7 P3",107623.804738516,"C8-Neg-101143"
"C8-Neg-101303",NA,"C6 H15 Cl N4 O6 P2 S",107445.888565493,"C8-Neg-101303"
"C8-Neg-100925",NA,"C21 H28 Cl N2 O5 P3 S2",107445.530410073,"C8-Neg-100925"
"C8-Pos-101778",NA,"C6 H16 N9 O2 P3",107403.185310174,"C8-Pos-101778"
"C8-Pos-102109",NA,"C39 H79 N9 O6",107319.370301642,"C8-Pos-102109"
"C18-Pos-101112",NA,"C53 H95 N3 O18 P2 S",107263.884704429,"C18-Pos-101112"
"C18-Pos-101014",NA,"C69 H123 N5 O15 P2 S",107233.609165058,"C18-Pos-101014"
"C8-Pos-102107",NA,"C23 H33 N5 O",107183.578328245,"C8-Pos-102107"
"C8-Pos-102008",NA,"C38 H77 N10 O10 P3",107150.134532852,"C8-Pos-102008"
"Amide-Pos-100780",NA,"C36 H75 N4 O4 P3",107061.920884277,"Amide-Pos-100780"
"C8-Pos-101559",NA,"C13 H19 N O2",107038.526136789,"C8-Pos-101559"
