"Compound.ID","Name","Formula","GW_bucket","mean_intensity","display_name"
"C8-Pos-000055","3'-Adenosine monophosphate (3'-AMP)","C10 H14 N5 O7 P","16-18",49226496.0676497,"3'-Adenosine monophosphate (3'-AMP)"
"C8-Pos-000061","PC 18:0_22:5","C48 H86 N O8 P","16-18",48502210.3893512,"PC 18:0_22:5"
"C8-Neg-100021",NA,"C21 H42 O6","16-18",47631305.4083837,"C8-Neg-100021"
"C8-Pos-000057","3'-Adenosine monophosphate (3'-AMP)","C10 H14 N5 O7 P","16-18",47031598.0785697,"3'-Adenosine monophosphate (3'-AMP)"
"C18-Pos-000041","Taurine","C2 H7 N O3 S","16-18",46988143.2600799,"Taurine"
"C8-Pos-100028",NA,"C13 H33 N9 O","16-18",45975460.8321265,"C8-Pos-100028"
"C8-Pos-100057",NA,"C6 H5 N5 O8 P2","16-18",45591431.0338545,"C8-Pos-100057"
"C18-Pos-100036",NA,"C2 H5 O6 P","16-18",45450741.3131518,"C18-Pos-100036"
"C8-Pos-100044",NA,"C30 H39 O4 P","16-18",45163169.3868172,"C8-Pos-100044"
"Amide-Pos-100022",NA,"C12 H18 N6","16-18",44540103.3642557,"Amide-Pos-100022"
"Amide-Neg-100029",NA,"C2 H3 N O3 S","16-18",44005650.0532765,"Amide-Neg-100029"
"Amide-Neg-100030",NA,"C2 H5 N O4 S","16-18",44005650.0532765,"Amide-Neg-100030"
"Amide-Pos-100019",NA,"C12 H18 N6","16-18",43931290.7284454,"Amide-Pos-100019"
"C18-Pos-000014","Hypoxanthine","C5 H4 N4 O","16-18",43793723.6237976,"Hypoxanthine"
"C8-Pos-100051",NA,"C40 H87 N7 O2 P2","16-18",43245974.3664128,"C8-Pos-100051"
"Amide-Neg-100058",NA,"C4 H5 N O2","16-18",43187195.5525166,"Amide-Neg-100058"
"Amide-Neg-100042",NA,"C6 H10 Cl N O6","16-18",43051804.2631781,"Amide-Neg-100042"
"C18-Pos-000053","Spectral Match to .beta.-Nicotinamide adenine dinucleotide from NIST14","C21 H27 N7 O14 P2","16-18",43012139.5960327,"Spectral Match to .beta.-Nicotinamide adenine dinucleotide from NIST14"
"C18-Pos-100037",NA,"C4 H2 N2 O7","16-18",42801824.6856245,"C18-Pos-100037"
"C18-Pos-100038",NA,"C4 H4 N2 O8","16-18",42801824.6856245,"C18-Pos-100038"
"C18-Neg-000007","2'-Deoxyguanosine 5'-monophosphate (dGMP)","C10 H14 N5 O7 P","16-18",42780530.9275934,"2'-Deoxyguanosine 5'-monophosphate (dGMP)"
"C8-Pos-000060","PE 16:0_22:5","C43 H76 N O8 P","16-18",42624064.4537773,"PE 16:0_22:5"
"C18-Pos-000039","Creatinine","C4 H7 N3 O","16-18",41710476.9639279,"Creatinine"
"Amide-Neg-000004","Hypoxanthine","C5 H4 N4 O","16-18",41503784.6772381,"Hypoxanthine"
"Amide-Neg-100038",NA,"C7 H8 N2 O4 S","16-18",41282160.4209087,"Amide-Neg-100038"
"Amide-Pos-000062","4-Morpholinopropanesulfonic acid","C7 H15 N O4 S","16-18",41047855.8231018,"4-Morpholinopropanesulfonic acid"
"Amide-Neg-100041",NA,"C6 H10 Cl N O6","16-18",40986621.1755397,"Amide-Neg-100041"
"C8-Neg-000006","2,4-Bis(1,1-dimethylethyl)phenol phosphate","C28 H43 O4 P","16-18",40963545.8015537,"2,4-Bis(1,1-dimethylethyl)phenol phosphate"
"Amide-Neg-000016","INO","C10 H12 N4 O5","16-18",40914935.4741172,"INO"
"Amide-Pos-000084","N,N-Diethylethanolamine","C6 H15 N O","16-18",40766503.6805049,"N,N-Diethylethanolamine"
"C8-Pos-100068",NA,"C5 H11 N4 O10 P S","16-18",40652532.064012,"C8-Pos-100068"
"C18-Neg-000008","L-Glutathione (reduced)","C10 H17 N3 O6 S","16-18",40539179.2180878,"L-Glutathione (reduced)"
"Amide-Neg-100046",NA,"C2 H4 O4 S","16-18",39701788.1260983,"Amide-Neg-100046"
"C18-Pos-100039",NA,"C H3 N O4 S","16-18",39696472.6398788,"C18-Pos-100039"
"C18-Pos-000058","L-Glutamic acid","C5 H9 N O4","16-18",39632328.3711584,"L-Glutamic acid"
"Amide-Neg-000040","2-Deoxyribose 5-phosphate","C5 H11 O7 P","16-18",39562153.1952334,"2-Deoxyribose 5-phosphate"
"C18-Pos-000024","Glycerophosphocholine","C8 H20 N O6 P","16-18",39476489.7009674,"Glycerophosphocholine"
"C8-Pos-100052",NA,"C56 H87 N O10","16-18",39459781.2925401,"C8-Pos-100052"
"C8-Pos-100053",NA,"C57 H80 N4 O6","16-18",39459781.2925401,"C8-Pos-100053"
"C8-Pos-100048",NA,"C41 H78 N8 O8","16-18",39430229.1325793,"C8-Pos-100048"
"C8-Pos-100045",NA,"C33 H78 N10 O8 P2","16-18",39414574.3171198,"C8-Pos-100045"
"Amide-Neg-100022",NA,"C2 H4 O4 S","16-18",39094453.9182,"Amide-Neg-100022"
"Amide-Neg-100023",NA,"C2 H6 O5 S","16-18",39094453.9182,"Amide-Neg-100023"
"C8-Neg-000007","Phosphatidylinositol 18:1-20:4","C47 H81 O13 P","16-18",39065414.886961,"Phosphatidylinositol 18:1-20:4"
"Amide-Neg-000022","DL-Malic acid","C4 H6 O5","16-18",39013917.9712118,"DL-Malic acid"
"Amide-Pos-100034",NA,"C4 H7 N2 O5 P S","16-18",38780884.543241,"Amide-Pos-100034"
"Amide-Pos-000092","DL-Arginine","C6 H14 N4 O2","16-18",38438491.2962194,"DL-Arginine"
"Amide-Pos-100028",NA,"C9 H14 N10 O17 P2","16-18",37805953.5559801,"Amide-Pos-100028"
"Amide-Neg-100047",NA,"C5 H6 O6","16-18",37229015.6962601,"Amide-Neg-100047"
"Amide-Neg-000057","2-Oxoglutaric acid","C5 H6 O5","16-18",36808768.2990391,"2-Oxoglutaric acid"
"C18-Neg-100004",NA,"C3 H7 N2 P3 S","16-18",36790405.8290441,"C18-Neg-100004"
"C18-Pos-000026","Hypoxanthine","C5 H4 N4 O","16-18",36604839.3106901,"Hypoxanthine"
"Amide-Neg-100057",NA,"C11 H15 N O10","16-18",36470648.7781757,"Amide-Neg-100057"
"Amide-Neg-000036","L-Glutamic acid","C5 H9 N O4","16-18",36241393.2186755,"L-Glutamic acid"
"C8-Pos-000036","Bis(2-ethylhexyl)adipate","C22 H42 O4","16-18",35835155.0661135,"Bis(2-ethylhexyl)adipate"
"C18-Pos-000023","Glycerophosphocholine","C8 H20 N O6 P","16-18",35817266.8596723,"Glycerophosphocholine"
"C18-Pos-100029",NA,"C4 H13 N P2 S","16-18",35701599.2318653,"C18-Pos-100029"
"C18-Pos-100040",NA,"C7 H14 O2 P2 S","16-18",35506701.6964307,"C18-Pos-100040"
"C8-Pos-100062",NA,"C23 H44 O2 S","16-18",35330371.6209278,"C8-Pos-100062"
"C8-Pos-100060",NA,"C27 H45 N O2","16-18",35074979.1106581,"C8-Pos-100060"
"C8-Pos-100061",NA,"C23 H45 N O S","16-18",35074979.1106581,"C8-Pos-100061"
"C8-Pos-100070",NA,"C30 H47 O3 P","16-18",34736751.9798729,"C8-Pos-100070"
"C18-Pos-000057","LINOLEATE","C18 H32 O2","16-18",34711916.81923,"LINOLEATE"
"C8-Pos-000073","PC 20:2_20:2","C48 H88 N O8 P","16-18",34621135.6087621,"PC 20:2_20:2"
"Amide-Neg-100059",NA,"C6 H10 Cl N O6","16-18",34565702.4864933,"Amide-Neg-100059"
"C18-Pos-100033",NA,"C3 H2 N3 P","16-18",34383376.4794349,"C18-Pos-100033"
"C18-Pos-000067","Spermine","C10 H26 N4","16-18",34355722.2066014,"Spermine"
"Amide-Neg-100054",NA,"C6 H10 Cl N O6","16-18",34298994.2754093,"Amide-Neg-100054"
"C8-Neg-000003","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine","C46 H78 N O10 P","16-18",33931631.2247316,"2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine"
"C8-Pos-100043",NA,"C30 H72 N8 O6 P2","16-18",33918079.5969907,"C8-Pos-100043"
"C18-Neg-100007",NA,"C11 H13 N O9","16-18",33863505.0333203,"C18-Neg-100007"
"C18-Neg-100009",NA,"C11 H15 N O10","16-18",33863505.0333203,"C18-Neg-100009"
"C8-Neg-100024",NA,"C13 H21 N4 O7 P3 S","16-18",33836321.4491917,"C8-Neg-100024"
"Amide-Neg-000015","Dehydroascorbic acid","C6 H6 O6","16-18",33816721.6165615,"Dehydroascorbic acid"
"Amide-Pos-000103","DL-Lysine","C6 H14 N2 O2","16-18",33389165.8935086,"DL-Lysine"
"C8-Neg-100022",NA,"C7 H18 Cl N10 O3 P3 S2","16-18",33258787.2669413,"C8-Neg-100022"
"Amide-Neg-100037",NA,"C7 H12 N2 O2 P2","16-18",33169763.9015623,"Amide-Neg-100037"
"C8-Pos-100026",NA,"C22 H41 N O","16-18",33027807.8029189,"C8-Pos-100026"
"C8-Pos-100027",NA,"C22 H38 O","16-18",33027807.8029189,"C8-Pos-100027"
"C8-Neg-100016",NA,"C9 H21 N4 O12 P3","16-18",32957733.555269,"C8-Neg-100016"
"C18-Pos-000038","N-Acetylneuraminic acid","C11 H19 N O9","16-18",32930241.4268844,"N-Acetylneuraminic acid"
"C18-Pos-100022",NA,"C11 H20 N2 O4 S2","16-18",32733881.8042695,"C18-Pos-100022"
"Amide-Pos-100037",NA,"C4 H7 N5 O4 S","16-18",32604186.7312656,"Amide-Pos-100037"
"C8-Pos-100047",NA,"C22 H45 N O2 S","16-18",32386755.8657031,"C8-Pos-100047"
"C8-Pos-100050",NA,"C21 H41 N O S","16-18",32356516.7906728,"C8-Pos-100050"
"C8-Pos-000082","PE O-16:1_22:6","C43 H74 N O7 P","16-18",32140383.6036665,"PE O-16:1_22:6"
"C18-Pos-100041",NA,"C5 H Cl N2 O S","16-18",31702946.5745333,"C18-Pos-100041"
"C18-Pos-000049","Vitamin C","C6 H8 O6","16-18",31666373.7868784,"Vitamin C"
"C8-Pos-000058","1-Palmitoyl-sn-glycero-3-phosphocholine","C24 H50 N O7 P","16-18",31513887.3260062,"1-Palmitoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-100025",NA,"C12 H18 N6","16-18",31441183.5519292,"Amide-Pos-100025"
"C8-Pos-100088",NA,"C13 H33 N9 O","16-18",31326874.6903809,"C8-Pos-100088"
"C18-Pos-100026",NA,"C11 H15 N O10","16-18",31293483.648635,"C18-Pos-100026"
"Amide-Pos-100032",NA,"C6 H11 N3 O2","16-18",31228684.7978365,"Amide-Pos-100032"
"Amide-Neg-100073",NA,"C6 H8 Cl N O6","16-18",30723871.0012134,"Amide-Neg-100073"
"C8-Pos-100038",NA,"C13 H5 N4 O5 P","16-18",30475156.9796019,"C8-Pos-100038"
"C8-Pos-100089",NA,"C20 H41 N2 P","16-18",30412967.9206514,"C8-Pos-100089"
"C8-Pos-000079","PE O-16:1_20:4","C41 H74 N O7 P","16-18",30408131.5098375,"PE O-16:1_20:4"
"C18-Pos-000035","Nicotinamide","C6 H6 N2 O","16-18",30399423.0299729,"Nicotinamide"
"C18-Pos-000048","L-Valine","C5 H11 N O2","16-18",30194793.608043,"L-Valine"
"Amide-Pos-100030",NA,"C6 H8 O7 P2","16-18",30175185.1833768,"Amide-Pos-100030"
"Amide-Pos-100035",NA,"C4 H11 N O","16-18",29998533.4127495,"Amide-Pos-100035"
"C8-Pos-000071","PS 22:5_22:5","C50 H78 N O10 P","16-18",29887104.9687265,"PS 22:5_22:5"
"C8-Pos-100081",NA,"C22 H35 N O2","16-18",29777421.9759718,"C8-Pos-100081"
"C8-Pos-100075",NA,"C36 H60 N O3 P","16-18",29681365.5889699,"C8-Pos-100075"
"C18-Neg-000011","2'-Deoxyguanosine 5'-monophosphate (dGMP)","C10 H14 N5 O7 P","16-18",29669138.819872,"2'-Deoxyguanosine 5'-monophosphate (dGMP)"
"C18-Pos-000085","2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)","C9 H19 N O","16-18",29453958.4049985,"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)"
"C8-Pos-000066","1-Stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine","C44 H78 N O10 P","16-18",29440378.0861247,"1-Stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine"
"Amide-Pos-000097","3-[(2-Hydroxyethyl)amino]-1-propanol","C5 H13 N O2","16-18",29400681.357626,"3-[(2-Hydroxyethyl)amino]-1-propanol"
"Amide-Pos-000112","(αS,1S,2R)-α-Amino-2-carboxycyclopropaneacetic acid","C6 H9 N O4","16-18",29251404.7273587,"(αS,1S,2R)-α-Amino-2-carboxycyclopropaneacetic acid"
"C8-Pos-100067",NA,"C18 H43 N7 O S","16-18",29245924.5996283,"C8-Pos-100067"
"Amide-Pos-000111","Adenosine diphosphate (ADP)","C10 H15 N5 O10 P2","16-18",28785390.0786905,"Adenosine diphosphate (ADP)"
"C8-Neg-000004","Docosapentaenoic acid","C22 H34 O2","16-18",28781214.6653426,"Docosapentaenoic acid"
"C18-Pos-100030",NA,"C3 H2 N O6 P S","16-18",28247884.6298577,"C18-Pos-100030"
"Amide-Pos-100046",NA,"C7 H17 N O2","16-18",28175328.5433419,"Amide-Pos-100046"
"C8-Pos-100079",NA,"C19 H41 N7 S","16-18",28130279.3354147,"C8-Pos-100079"
"Amide-Neg-100043",NA,"C7 H9 N3 O2 P2","16-18",28016750.1716098,"Amide-Neg-100043"
"C18-Pos-100046",NA,"C11 H15 N O10","16-18",28010451.4216424,"C18-Pos-100046"
"C8-Pos-000081","LPE 20:4","C25 H44 N O7 P","16-18",27978627.4285246,"LPE 20:4"
"C18-Neg-100016",NA,"C4 H5 Cl N P3 S","16-18",27919831.6977685,"C18-Neg-100016"
"C8-Pos-100049",NA,"C25 H44 N5 O3 P","16-18",27868807.7392303,"C8-Pos-100049"
"Amide-Pos-000085","Acetyl-L-carnitine","C9 H17 N O4","16-18",27816143.6143005,"Acetyl-L-carnitine"
"C18-Pos-100042",NA,"C11 H15 N O10","16-18",27815803.3501649,"C18-Pos-100042"
"Amide-Neg-100064",NA,"C6 H8 Cl N O6","16-18",27752012.5857248,"Amide-Neg-100064"
"Amide-Pos-100031",NA,"C10 H24 N2 O3","16-18",27571421.1686776,"Amide-Pos-100031"
"Amide-Neg-100077",NA,"C4 H3 N O4","16-18",27566511.0234961,"Amide-Neg-100077"
"C18-Pos-100048",NA,"C2 H5 N O2 P2","16-18",27322922.1648443,"C18-Pos-100048"
"C8-Pos-000092","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine","C45 H78 N O8 P","16-18",27305179.5422065,"2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine"
"C8-Neg-100027",NA,"C9 H21 N O5","16-18",27302073.6006927,"C8-Neg-100027"
"C8-Pos-000076","PE O-18:1_22:6","C45 H78 N O7 P","16-18",27164809.9637988,"PE O-18:1_22:6"
"Amide-Pos-000089","2-Methoxypyrazine","C5 H6 N2 O","16-18",27159334.8549086,"2-Methoxypyrazine"
"Amide-Pos-000087","Adenine","C5 H5 N5","16-18",27035464.8936516,"Adenine"
"C8-Pos-000078","Octinoxate","C18 H26 O3","16-18",26969728.3261831,"Octinoxate"
"C8-Pos-100022",NA,"C7 H10 O7 P2","16-18",26967493.379931,"C8-Pos-100022"
"Amide-Pos-000117","DL-Threonine methyl ester","C5 H11 N O3","16-18",26942996.5031685,"DL-Threonine methyl ester"
"C18-Pos-000077","Nicotinamide","C6 H6 N2 O","16-18",26901897.3384256,"Nicotinamide"
"Amide-Pos-100044",NA,"C9 H N O4","16-18",26865557.0053102,"Amide-Pos-100044"
"C8-Neg-000010","8Z,11Z,14Z-Eicosatrienoic acid","C20 H34 O2","16-18",26763547.4877753,"8Z,11Z,14Z-Eicosatrienoic acid"
"C8-Neg-000005","Adrenic acid","C22 H36 O2","16-18",26636818.9601526,"Adrenic acid"
"C8-Pos-100090",NA,"C18 H38 N6 S","16-18",26569871.1317478,"C8-Pos-100090"
"Amide-Neg-100051",NA,"C5 H8 N2 O8","16-18",26508360.5658953,"Amide-Neg-100051"
"C8-Neg-000009","1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-myo-inositol)","C47 H83 O13 P","16-18",26462082.45825,"1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-myo-inositol)"
"Amide-Pos-100013",NA,"C10 H15 N5","16-18",26341395.2395213,"Amide-Pos-100013"
"C18-Neg-100011",NA,"C11 H13 N O9","16-18",26339048.3148555,"C18-Neg-100011"
"C18-Neg-100014",NA,"C7 H8 N2 O3 P2","16-18",25918257.9375352,"C18-Neg-100014"
"C18-Neg-100013",NA,"C7 H10 N2 O4 P2","16-18",25789329.1765732,"C18-Neg-100013"
"C18-Pos-100065",NA,"C6 H N P2","16-18",25720406.5452864,"C18-Pos-100065"
"C18-Pos-000079","Triethylamine","C6 H15 N","16-18",25689308.1690866,"Triethylamine"
"Amide-Pos-100041",NA,"C7 H18 Cl3 N7 S","16-18",25630212.9637133,"Amide-Pos-100041"
"Amide-Neg-000048","D-(-)-Glutamine","C5 H10 N2 O3","16-18",25503058.7076321,"D-(-)-Glutamine"
"Amide-Pos-100058",NA,"C6 H12 N2 O10 P2 S","16-18",25478033.7967544,"Amide-Pos-100058"
"C8-Pos-000089","PE 16:1_22:5","C43 H74 N O8 P","16-18",25459392.9715658,"PE 16:1_22:5"
"C8-Pos-000090","PE 16:1_24:6","C45 H76 N O8 P","16-18",25351177.8160908,"PE 16:1_24:6"
"C8-Pos-000097","1,2-Diarachidonoyl-sn-glycero-3-phosphocholine","C48 H80 N O8 P","16-18",25350686.1739975,"1,2-Diarachidonoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-100024",NA,"C10 H23 N O2 P2 S","16-18",25300825.0780211,"Amide-Pos-100024"
"C18-Neg-100008",NA,"C6 H13 Cl O6","16-18",25289768.2688809,"C18-Neg-100008"
"C8-Pos-000086","1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine","C44 H76 N O8 P","16-18",25251719.0110928,"1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine"
"C8-Pos-100096",NA,"C26 H48 N3 P","16-18",24817866.758275,"C8-Pos-100096"
"C8-Pos-100077",NA,"C9 H13 N4 O12 P S","16-18",24741361.1256531,"C8-Pos-100077"
"Amide-Neg-100049",NA,"C9 H16 O6 P2","16-18",24547196.9669679,"Amide-Neg-100049"
"C18-Pos-100061",NA,"C3 H N4 O2 P","16-18",24488799.3988998,"C18-Pos-100061"
"Amide-Pos-000107","D-Carnitine","C7 H15 N O3","16-18",24344170.9103324,"D-Carnitine"
"Amide-Neg-100061",NA,"C2 H3 N O3 S","16-18",24267063.170385,"Amide-Neg-100061"
"C8-Pos-000088","Palmitoylcarnitine","C23 H45 N O4","16-18",24232677.0389594,"Palmitoylcarnitine"
"C18-Pos-100035",NA,"C2 H6 N2 O4","16-18",24160435.9240205,"C18-Pos-100035"
"C18-Neg-000024","L-Aspartic acid","C4 H7 N O4","16-18",24144727.4164327,"L-Aspartic acid"
"C8-Pos-100063",NA,"C7 H8 N6 O7 P2","16-18",24116104.4122413,"C8-Pos-100063"
"C18-Neg-000013","Pantothenic acid","C9 H17 N O5","16-18",24099628.5569476,"Pantothenic acid"
"C8-Pos-000091","LPE 22:6","C27 H44 N O7 P","16-18",24044638.8223647,"LPE 22:6"
"Amide-Pos-000106","N-Acetylputrescine","C6 H14 N2 O","16-18",24034579.3943296,"N-Acetylputrescine"
"Amide-Pos-000105","N-Methyl-2-phenylpropan-1-amine","C10 H15 N","16-18",23930738.4882221,"N-Methyl-2-phenylpropan-1-amine"
"C8-Neg-100028",NA,"C10 H25 N4 O7 P3 S2","16-18",23849608.2900164,"C8-Neg-100028"
"C8-Pos-000094","PC 20:4_22:6","C50 H80 N O8 P","16-18",23773132.4986758,"PC 20:4_22:6"
"Amide-Neg-100048",NA,"C12 H12 N4 O9 S","16-18",23727266.316432,"Amide-Neg-100048"
"Amide-Pos-100052",NA,"C8 H12 N5 O7 P","16-18",23648085.577012,"Amide-Pos-100052"
"Amide-Neg-100068",NA,"C6 H8 Cl N O6","16-18",23502361.3247327,"Amide-Neg-100068"
"C8-Pos-100117",NA,"C9 H11 N2 O4 P S3","16-18",23419624.6181218,"C8-Pos-100117"
"Amide-Pos-100027",NA,"C10 H11 N5 O3","16-18",23309500.3838801,"Amide-Pos-100027"
"C18-Pos-100034",NA,"C5 H6 Cl N3 O3 S","16-18",23305764.9244153,"C18-Pos-100034"
"Amide-Pos-000101","N-Methyl-L-serine","C4 H9 N O3","16-18",23297971.7716178,"N-Methyl-L-serine"
"C18-Neg-100023",NA,"C2 H2 Cl N3 S3","16-18",23288702.4483281,"C18-Neg-100023"
"C18-Neg-100024",NA,"C2 H N3 S3","16-18",23288702.4483281,"C18-Neg-100024"
"C18-Pos-100044",NA,"C7 H17 N O2","16-18",23248028.8038727,"C18-Pos-100044"
"Amide-Neg-100076",NA,"C4 H7 N O10","16-18",23228189.4756621,"Amide-Neg-100076"
"C8-Pos-100094",NA,"C40 H85 N6 O14 P","16-18",22835141.9428993,"C8-Pos-100094"
"Amide-Pos-100071",NA,"C4 H6 N2","16-18",22793157.468518,"Amide-Pos-100071"
"Amide-Pos-100050",NA,"C8 H Cl N2 O13 P2","16-18",22740068.8348502,"Amide-Pos-100050"
"Amide-Neg-000087","ADENINE","C5 H5 N5","16-18",22702900.3359458,"ADENINE"
"Amide-Neg-000046","Citric acid","C6 H8 O7","16-18",22615979.5371573,"Citric acid"
"C8-Pos-000101","1,3,5-Tris(3,5-di-tert-butyl-4-hydroxybenzyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione","C48 H69 N3 O6","16-18",22597619.6529252,"1,3,5-Tris(3,5-di-tert-butyl-4-hydroxybenzyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione"
"C8-Pos-100076",NA,"C37 H78 N10 O10 P2","16-18",22594389.6659318,"C8-Pos-100076"
"Amide-Neg-100097",NA,"C2 H5 N O4 S","16-18",22571849.0376293,"Amide-Neg-100097"
"Amide-Neg-000078","Citric acid","C6 H8 O7","16-18",22420227.3871622,"Citric acid"
"Amide-Pos-100045",NA,"C21 H36 N4 O3","16-18",22395676.2271729,"Amide-Pos-100045"
"C8-Pos-100046",NA,"C18 H40 N2 O6","16-18",22368182.6259774,"C8-Pos-100046"
"C8-Pos-100109",NA,"C33 H70 N5 O5 P","16-18",22330984.968857,"C8-Pos-100109"
"Amide-Neg-000043","Nitrilotriacetic acid","C6 H9 N O6","16-18",22209539.1850439,"Nitrilotriacetic acid"
"C8-Pos-100087",NA,"C21 H43 N O2 S","16-18",22205738.6051867,"C8-Pos-100087"
"C18-Pos-100060",NA,"C4 H2 O10 P2 S","16-18",22197746.5701295,"C18-Pos-100060"
"Amide-Pos-100061",NA,"C3 H5 N2 P3 S","16-18",22182644.3170195,"Amide-Pos-100061"
"Amide-Pos-000132","1-AMINOCYCLOPROPANECARBOXYLATE","C4 H7 N O2","16-18",21884459.1155588,"1-AMINOCYCLOPROPANECARBOXYLATE"
"C8-Pos-000108","1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine","C46 H80 N O8 P","16-18",21784545.1141713,"1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine"
"Amide-Neg-000059","2-Oxobutyric acid","C4 H6 O3","16-18",21741087.3972724,"2-Oxobutyric acid"
"Amide-Neg-100069",NA,"C6 H7 Cl O6","16-18",21705075.6684382,"Amide-Neg-100069"
"C18-Neg-000017","D-(-)-Glutamine","C5 H10 N2 O3","16-18",21699998.3403802,"D-(-)-Glutamine"
"C8-Pos-100112",NA,"C30 H36 N2 O2","16-18",21654399.8628875,"C8-Pos-100112"
"C18-Pos-100062",NA,"C H3 N O4 S","16-18",21615083.5766501,"C18-Pos-100062"
"C8-Pos-100054",NA,"C13 H25 N O2","16-18",21571624.006425,"C8-Pos-100054"
"C8-Pos-100055",NA,"C13 H22 O2","16-18",21571624.006425,"C8-Pos-100055"
"C18-Pos-000090","trans-3-Indoleacrylic acid","C11 H9 N O2","16-18",21411547.4612727,"trans-3-Indoleacrylic acid"
"C8-Pos-100097",NA,"C48 H72 N4 O6","16-18",21313783.8895787,"C8-Pos-100097"
"C8-Pos-100103",NA,"C21 H43 N O2 S","16-18",21266250.6614504,"C8-Pos-100103"
"C8-Pos-000119","Chloroprocaine","C13 H19 Cl N2 O2","16-18",21026972.3148165,"Chloroprocaine"
"Amide-Neg-000053","Glycolic acid","C2 H4 O3","16-18",20957847.6042484,"Glycolic acid"
"Amide-Pos-000098","Nicotinamide","C6 H6 N2 O","16-18",20917714.865176,"Nicotinamide"
"C18-Neg-100019",NA,"C5 H5 Cl N2 S","16-18",20910338.4676085,"C18-Neg-100019"
"Amide-Pos-100053",NA,"C5 H2 N4 O","16-18",20874037.0570077,"Amide-Pos-100053"
"C8-Neg-100046",NA,"C7 H13 O4 P S","16-18",20757163.0609131,"C8-Neg-100046"
"C8-Pos-000083","1-Palmitoyl-2-stearoyl-sn-glycero-3-phosphocholine","C42 H84 N O8 P","16-18",20723800.6718421,"1-Palmitoyl-2-stearoyl-sn-glycero-3-phosphocholine"
"Amide-Pos-000102","Guanosine","C10 H13 N5 O5","16-18",20708010.4670822,"Guanosine"
"C8-Pos-000105","PC 20:4_22:4","C50 H84 N O8 P","16-18",20685464.1692024,"PC 20:4_22:4"
"Amide-Neg-000026","Pyruvic acid","C3 H4 O3","16-18",20627384.8221516,"Pyruvic acid"
"C18-Neg-000023","D-(+)-Malic acid","C4 H6 O5","16-18",20451287.462259,"D-(+)-Malic acid"
"C18-Pos-100068",NA,"C7 H9 P S5","16-18",20409678.9248656,"C18-Pos-100068"
"C8-Neg-100020",NA,"C16 H27 O13 P3 S","16-18",20402793.2090698,"C8-Neg-100020"
"C18-Neg-100012",NA,"C10 H3 O6 P","16-18",20308744.0011139,"C18-Neg-100012"
"C8-Pos-000118","PE O-28:4_13:1","C46 H84 N O7 P","16-18",20306447.2267521,"PE O-28:4_13:1"
"C8-Pos-100064",NA,"C24 H47 N O","16-18",20305465.9997522,"C8-Pos-100064"
"C8-Pos-100107",NA,"C22 H47 N O6","16-18",20266321.7937966,"C8-Pos-100107"
"Amide-Pos-000104","Leucine","C6 H13 N O2","16-18",20243027.1662756,"Leucine"
"Amide-Neg-100072",NA,"C4 H6 N2 O P2","16-18",20241778.6430459,"Amide-Neg-100072"
"Amide-Neg-000081","Isethionate","C2 H6 O4 S","16-18",20161333.1534035,"Isethionate"
"C18-Neg-000009","L-Glutathione (reduced)","C10 H17 N3 O6 S","16-18",20057523.8426505,"L-Glutathione (reduced)"
"Amide-Pos-100059",NA,"C9 H3 N4 O11 P","16-18",20007367.8002773,"Amide-Pos-100059"
"C8-Pos-100123",NA,"C53 H92 N5 O10 P","16-18",19977020.1212105,"C8-Pos-100123"
"Amide-Neg-000049","Pantothenic acid","C9 H17 N O5","16-18",19964159.2119459,"Pantothenic acid"
"Amide-Pos-000096","Tetraglyme","C10 H22 O5","16-18",19959419.9503983,"Tetraglyme"
"C18-Neg-100018",NA,"C11 H13 N O9","16-18",19926525.9892918,"C18-Neg-100018"
"C8-Pos-100066",NA,"C30 H61 N O6 S","16-18",19917238.0521709,"C8-Pos-100066"
"Amide-Pos-000114","L-N-Acetylhistidine","C8 H11 N3 O3","16-18",19838340.4360798,"L-N-Acetylhistidine"
"C18-Pos-100057",NA,"C8 H12 O3 P2","16-18",19821280.6327703,"C18-Pos-100057"
