Name,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50
Label,F,F,M,F,M,F,M,M,F,F,M,F,M,F,F,M,F,M,F,F,M,M,M,M
PI 20:4_20:4,936474.23014015,761899.006707016,1503501.17344515,591944.973898929,857882.576413861,1425781.39904305,2532364.41688745,1406514.42658663,729605.514552997,758535.955198527,1068621.97645644,4238812.65063736,1266451.81313213,839207.166949784,1664629.32106575,2024305.88123051,1174921.21322401,761904.939718689,1893704.17928608,1586784.68782577,1628722.72695682,1338228.99532856,1048477.51396039,1510661.41479706
PI 38:6,820178.637882875,589580.097160809,517412.157069656,572805.447273558,578597.146800889,656337.538904636,607355.174890714,2460456.89495589,1340782.13659443,1631804.57003866,1956319.11218317,3519487.74500085,1167871.41508115,2007813.14832158,1687529.53229551,781768.376669288,956980.805438358,639078.072240677,1151607.81758814,2238396.62624654,822022.999521923,701220.026522285,775009.36221584,613790.444354724
PMeOH 16:0_16:1,NA,154788.569650063,126365.759948602,NA,NA,NA,25968.7390993455,992308.075864357,82132.8424288339,111338.78215928,484787.568219445,448472.050130441,350864.314415424,992821.119872067,524093.244958491,155483.452660275,569509.405153318,438838.910143202,1512650.43131227,1015379.2123906,1153627.29214929,400392.925287281,1425243.69402468,248311.984434851
PMeOH 16:0_18:1,524942.204489094,248373.333727668,415390.10934557,NA,420724.022623153,320939.373548974,439879.33904823,1660473.02389075,269662.416416612,197766.681879602,753182.840181343,748059.533530557,509279.74049696,1819947.69017839,656817.232170396,250091.979524177,795306.857340908,599769.86362324,2299692.52525671,1824592.99250351,1507067.53896293,542752.360785877,1688129.01763739,323253.475240047
PS 16:4_26:4,6979173.75783469,7407655.7773159,NA,6650699.35481567,2946103.01131228,5589101.94554721,1757884.60220131,6577570.5809115,5839922.2670655,8528043.89535549,8037110.55956335,7823190.87632436,5608797.7613346,5623700.16904033,3802976.7577938,2476605.37618988,6763692.40941374,5315010.04216874,9713541.91180973,9635676.3726472,8462506.73937312,6375578.60879416,4273515.14736124,6754622.34094616
PS 18:2_22:5,15237493.2208956,13107512.9222096,3475494.11809327,14839467.1537209,3557454.60844685,15972936.316354,3722943.49466734,16095641.2407762,14375000.7263046,17918525.3081681,23265174.4907913,21470063.3378214,15810865.448472,17994163.0838315,11804026.6740079,22683696.4695435,21151813.5926752,17179401.8667045,24548544.7839731,28874994.7404536,13023094.6258929,16743002.9374366,7193296.75911216,15934495.3105571
PS 20:1_22:6,1363662.06096468,1094838.35151604,812279.48280701,NA,573393.772621212,903537.664177341,945937.691964039,1691755.88167004,1955555.28906349,2206538.52500045,1916512.02504818,2347764.73454154,2072007.82151084,2144525.6134732,NA,1779739.94643613,3891335.18080101,2559056.92502798,2216557.72283198,2947498.35056282,2070087.03351555,1898031.3019868,1306446.01101342,1752704.59670792
PS 20:2_20:2,NA,8522732.8570949,261536.95572331,648166.528812403,NA,NA,3380566.73260791,13479990.8872996,NA,2253392.84303589,2348580.67199474,NA,NA,15319416.5681137,NA,NA,8920663.1429171,321487.967864325,16287300.5778896,NA,14280941.5109147,460777.203586014,10031857.4847373,NA
PS 20:4_22:4,2582488.39292443,2323863.89662805,1666476.98637274,2166148.63357839,1689579.26201679,2441590.64196415,2425854.00090874,5002359.83684881,2650181.58495646,2547214.663983,4995556.23528064,1822262.27291364,2285659.77129151,2991135.15981819,2001724.63820791,3075850.79388333,2002316.50660318,2615064.97784414,3757912.88127543,5575339.09625467,2861998.98133954,3064667.39646209,2223776.23337349,2986104.99137552
PS 20:4_22:6,2941883.02664945,3109124.93021623,2818931.82822558,3306908.69887849,2453612.31912827,3370171.94698022,3709381.83695445,6092488.6591321,5130237.7250939,7541593.82825655,5928183.32867964,988965.52633952,4282873.28161184,6537090.3941499,3671726.38299769,4776559.83569264,3756158.26244109,1922543.47970155,6641431.52232096,3492752.97114244,3384015.80574583,3353205.19305468,2340468.15397796,3968555.14432305
PS 22:4_22:5,11152584.8416399,15110365.0401773,10019998.3877556,19062374.5993009,12863044.9838141,13549002.3547626,3699958.2943945,21322693.7772136,10479758.3514924,27944085.9420157,19472410.1330225,11912059.8777132,16703078.1390093,25546572.694344,9256398.74612991,23604234.4949997,3667896.46223526,18997000.5121085,21942351.0303221,27079344.9792867,13228451.5613107,17026466.1524977,14829508.4794414,22836601.9067062
PS 22:5_22:5,42394697.7044751,18389104.0457164,29323702.5223757,39209018.7527271,33172715.9182774,24898400.9235464,17719041.6118054,47013457.291488,28013168.9855905,48776721.1603664,16451956.9307097,33666089.6475268,41766809.0661573,38165193.0654567,23493412.0642513,55170519.3067083,30686023.5423538,22475431.6080721,18588413.1724052,49881610.4214724,20532520.8129264,30040819.5604448,29591064.5362692,34575396.6200886
PS 22:6_22:6,880954.328029887,589580.097160809,496917.343501231,568350.132529783,605184.280634732,656337.538904636,663923.561017523,1835825.08385743,1332456.42757313,1129259.90517856,1975180.51958678,3519487.74500085,1225628.93813246,1492761.84589177,1200939.83329046,874653.334075754,1021699.08014392,692044.588653974,1174717.01575365,2169467.6374187,822022.999521923,NA,775009.36221584,613790.444354724
PS 38:5,2735069.12692292,2882837.33465868,2427829.561585,2071169.93658724,1459819.04202645,2822815.27268744,2851899.14776641,4244799.90891507,3723548.83893144,3849138.70637242,6424348.20464799,6382902.52350535,2784144.92592903,5247547.58539892,61615.8412121588,3752878.97042046,5101138.6732959,3810463.94652987,6462169.50284853,7868175.40225493,4729730.11514957,879954.72551981,4054537.73612244,3251242.77064792
PS 40:4,739670.946330485,5754641.88573739,1391634.53470846,200420.977553063,425696.417834097,822113.638443692,1299475.39099145,14456395.2954085,9042543.57993645,199552.738857526,12479709.4936182,28151658.4477111,2057415.56899925,3594300.32044128,1740122.21767829,1966385.89982398,6897148.12793073,4972671.54329664,3146307.59584171,26295500.4595345,2310545.27609426,2275807.81454194,3963462.85300551,1876046.77395017
PS(16:1_18:1),197994.834103682,331572.962450063,250463.29311837,257016.445324907,77703.543576434,479767.248078898,263979.027678085,746000.536276393,695830.735022311,666643.927488964,1552829.65895139,2267493.95444091,133455.194515888,1019014.91029668,518661.879793082,516512.365886447,816700.046409318,595873.23972027,1225232.46559583,1754702.21545322,858565.325248531,389113.4555437,611219.781461974,324412.644998831
Palmitic acid,834395.845210907,808234.018754564,802086.309705611,742356.985202241,841139.625824034,751911.156978103,747047.489002115,792030.995568788,547156.21113922,810736.086420548,590598.616807334,684464.434552949,776868.401421753,655361.060761419,783520.502943896,837427.257597176,734074.012424642,736211.055932592,535791.495094778,723279.061706967,730439.078730632,772028.355612672,809140.724418835,782897.358541179
Palmitoleic acid,2607371.58596201,2646247.8371997,2761161.67657045,2838571.56621624,3178622.51477476,2679543.18958987,2746417.54191472,2804142.06630396,2581278.29678525,2636471.09106424,2721033.87174156,2669981.59187781,2625575.53805071,2699379.62117205,2369614.14885223,2510431.18037195,2557422.91956299,2806451.71299194,1844883.25258847,2459955.78796607,2817747.25113461,2349949.99005791,2379360.07275845,2671518.02971565
Palmitoyl ethanolamide,2277943.56609652,3946526.39321743,3851796.11388528,3880460.67942879,3872888.8878207,4710447.56235005,3595628.60209008,3731083.74392314,4510525.48760702,2969140.87536887,3199665.91242102,3608176.35159884,2855457.43850471,3122688.81118615,3909312.47301468,2704270.49158502,3562336.15948911,3030172.44420493,7129562.70775324,3573186.38489114,4288809.54005787,2797549.53695288,4487424.28513605,3071789.46804635
Palmitoyl sphingomyelin,9018926.39273628,17926928.0997716,12056034.5701808,8395226.66064232,9775188.135688,11692392.1453852,12246040.1374501,14801239.7950083,10038060.3930296,9550339.11273125,22373719.4409853,21148470.3535081,8849255.26918415,18778847.2998861,17129187.0829311,10522770.6973514,13532401.7369184,17691238.7908704,19597556.6819826,14437604.2045544,22933327.2934869,9079571.89629185,23565879.9612894,13096675.002144
Palmitoylcarnitine,10566661.6225663,NA,19008708.7860194,12905888.1363576,NA,29791692.4996356,16715761.0289196,NA,13643166.2582162,13276829.3715684,NA,NA,NA,15274166.9453856,36967963.6737291,9604851.76487799,13622365.3448592,15557695.1696212,29871680.8492948,26132033.2595909,20455900.4977635,13891494.2331725,19380681.2608867,NA
Palmitoyleicosapentaenoyl phosphatidylcholine,264350894.50623,291312711.717298,269740920.61843,328700392.855337,309245452.985216,311139884.549601,297700560.528145,331430466.959666,334079343.73866,265041399.210522,324639198.868948,281124060.283572,281163706.326825,292508630.182448,338857494.900949,259561682.107142,304660326.510027,226155646.410537,248861486.508017,287875422.329809,310277218.750442,266441699.57022,279445500.804358,231644540.385608
Panaxadiol,638828.181722339,592002.725165229,NA,852263.206043978,642363.968855592,668563.994467563,607577.968511357,706622.0038091,676191.222999537,766750.481228027,724905.662854586,554486.380212114,711453.68286575,648644.636289286,613549.763923771,462558.910743296,NA,659741.445409965,NA,695700.434719291,NA,608166.082094696,709763.556982773,744762.759661923
Pantothenic acid,42309292.7513172,231590056.131731,36169560.8245604,55087572.8916286,76894168.0181932,88419625.502144,72033347.833512,106075310.89604,63579652.8441995,72666339.1047168,178165479.962681,312942210.236627,55520906.3290651,60090199.8748273,105686978.233603,77199396.9564813,74375758.0721538,51512670.5636767,131386257.808528,70731884.6721123,71735569.3217022,59801087.0039242,87341452.0407734,62854086.1792913
Paracetamol,790923.639050887,1137939.16535319,966657.736463186,2633615.39410978,2993536.2459154,1231952.02936382,1230909.22228838,1897327.82601204,NA,NA,1375873.13592325,NA,NA,1040175.09554176,NA,2561275.72358973,1500060.9405245,918130.380215229,NA,NA,1047681.68738276,1362882.27908874,1708205.27512379,NA
Pebulate,579989.751759494,472626.346051855,1533902.87070285,629086.736161048,1247216.25791316,1067366.10830061,1171227.36767969,793024.286699574,760277.746696054,1056124.21320615,601988.432173742,939095.624739059,506640.268704425,851143.767654113,1255989.17740393,608497.023087431,784780.382949558,1002514.26358596,613646.085046043,649898.634963127,580148.790406766,986065.477740586,1306591.14174281,1060664.66179495
Penicillin G,1683627.80670131,2079071.0551048,2823732.43748282,715738.8680122,1638689.43729304,1715350.26345418,1635890.83054306,6119684.72279184,2395775.46615773,3323424.33663103,4861438.67974424,8215414.26013333,3606596.70127652,6049717.96209487,1763620.67530518,3407846.32333587,2050606.99185213,4035256.20741023,2069353.72276735,5647805.2986859,1758332.48542311,2264636.02954563,2764166.74993329,3295021.85167991
Pentadecanoic acid,306100.375623781,4964889.16227298,912111.193843046,268362.212202872,510752.388364245,536174.929574576,940876.50143777,665585.380816015,701276.75585033,NA,NA,363777.364276685,913038.656128543,646030.010537937,967764.788066651,NA,NA,709942.205069675,249818.61101751,744423.195321343,641528.944301544,NA,794641.953424641,450377.336903438
Phloroglucinol,NA,8086178.88634084,NA,7462074.68265635,NA,14103132.6036359,19390987.4429713,NA,11543344.2316154,NA,7223901.17505358,NA,8029999.76817889,NA,25386079.782492,NA,NA,6919329.10297098,9753315.28607453,NA,8457960.19160502,NA,9745247.49886611,NA
Phosphatidylethanolamine 16:0-18:1,1246814.83361078,895123.853663653,955961.560075891,883016.55499229,986501.067526295,927294.350442104,884971.639647799,1108620.18833014,793176.616877297,619219.863897663,1249368.31542481,1686470.62818972,1013533.94811502,838711.384841629,1427997.79531542,1813776.23586787,1191407.56071405,702039.406295545,1495451.65742674,1217784.83298828,2407363.18925865,1173090.34632331,1932755.06944291,998943.385707986
Phosphatidylethanolamine 16:0-22:4,2108282.32190086,2171133.83852223,1998411.66346805,1395085.84003206,2306235.84226026,1578961.44736405,2179418.6932559,1424602.97007326,1475046.19517842,1380466.53142417,1226390.65758308,1873471.82225637,1704345.450007,1211489.49897382,1738342.84027558,1808040.65410843,1363202.04695708,1061594.80341337,2383753.90014906,1680436.71540736,2478511.34468099,1817104.87293578,1817338.61673498,2022438.60346695
Phosphatidylethanolamine 16:1-20:4,875487.774397708,1110520.16015379,1002762.58020507,832889.122938485,1089081.35286133,823823.086612489,1070270.58436516,503706.294375513,804641.654157664,731688.740532563,551657.130849661,611333.664615614,545213.507808331,750803.183396494,718821.088799698,530139.838473535,566568.035709885,622289.915807849,490822.465136944,513692.104103305,1098242.71095979,576921.834311844,538768.382146548,958358.935832106
Phosphatidylethanolamine 18:0-18:1,106366.167286149,251997.618194001,187367.158041896,236798.035627759,227371.85260703,298608.785145256,229418.190424388,298346.19897829,279002.348141657,138098.196551893,435787.583527455,782776.097283961,283684.561583353,272822.327160622,378173.874450927,823369.288753822,373948.104982188,250988.622615672,663144.966124289,438873.744519113,1161707.48886679,364002.525087818,1144915.97293543,228234.960896406
Phosphatidylethanolamine 18:0-20:4,12645318.4429687,8683829.47243547,10301135.234115,8850254.73414508,12728541.224429,8385051.05511883,11942996.5403368,9740493.36887188,9868481.99886825,8320622.20284698,8836855.6843477,12615245.4232534,11231323.6185399,7047777.70026776,10878272.0107592,12943648.5412694,9592704.8388005,5687460.86597133,11217461.069069,10448853.4241304,14698889.8863005,11165437.2429624,10833294.809713,11032818.9152798
Phosphatidylethanolamine 18:0-22:4,1658939.42592048,1151091.76097455,1543906.60934286,1196053.79755636,1885519.02483826,1371337.84368549,1609550.96691953,1591677.20426278,1413796.63137331,1020601.89080509,1118597.05030582,3332958.68385669,1752005.02899258,1132584.78165137,1659620.54492781,840832.008235562,1371713.03783009,767160.832312464,2880837.31618996,1654505.55427539,3079364.07361772,1887654.36987547,2521974.1936356,1451029.68255359
Phosphatidylethanolamine 18:1-20:4,12938816.5304448,8977324.0402443,10109596.5552966,8524716.9918007,10686273.5849423,8744491.66285221,11187502.561512,8766367.54204158,8591620.37004561,8365581.13983443,8437637.75793026,7210374.77002329,9147667.96607905,7574481.50934228,11374326.3759277,4837232.40499432,10115655.6864813,6005214.08102323,7700181.88797881,9555339.65089162,11163907.8608656,11090924.6552985,8269909.75725294,12329239.5583195
Phosphatidylethanolamine 18:1-22:4,2259407.57820562,1350845.85525151,1746645.3534423,1370676.18678804,1949050.92840448,1661978.9486679,1192001.89856151,2002040.59320921,1236366.32044516,1076855.80652309,1023938.82535697,2029716.52038935,1635849.3602204,1146968.61751253,2414829.93272825,198994.83537485,1291526.17578108,1119371.70487363,1651825.94556921,247927.502639983,2344942.1015967,2170819.08130277,1809928.23458306,222904.525250661
Phosphatidylethanolamine 18:1-22:6,7264544.20536826,4311468.10741691,4635353.02217932,3938553.57055257,5502905.13183591,4411888.45921091,4339979.93521114,5044798.79657059,4527247.03868378,3204880.76600753,3740754.86742831,4457854.90971909,5468871.46146423,4052897.12775039,6592335.67976701,4731639.93695216,5501281.86253499,3790632.36298092,3728345.70089157,4419506.02265299,5315251.82643085,6594333.17714945,4002802.85922448,5084828.04484335
Phosphatidylethanolamine alkenyl 16:0-20:4,7957723.27164505,6979484.1309301,6974019.30885523,NA,7203107.32055392,5738916.40035132,7198135.60721422,7805396.31013059,5875566.95156495,4212945.4884327,4820839.64760188,5893770.21211611,6800688.297902,4121449.93167578,7524207.27323049,NA,5220339.35238348,NA,NA,6646734.89825279,7836003.51813649,NA,NA,NA
